Id,Reputation,CreationDate,DisplayName,LastAccessDate,Location,Views,UpVotes,DownVotes,AccountId
2862,141,2014-08-27T18:41:39.087,Johnny,2018-08-31T12:18:33.387,Brazil,2,15,0,233034
2864,139,2014-08-28T15:35:27.420,user3728148,2016-04-27T17:23:19.683,NE Pennsylvania,1,0,0,4596157
2865,1,2014-08-28T18:12:42.653,user27939,2014-08-28T18:12:42.653,,0,0,0,4792951
2866,181,2014-08-28T20:06:10.223,Snowman,2016-12-26T03:48:44.110,United States,2,1,0,208458
2867,1,2014-08-29T00:37:12.553,David Kilimanjaro,2014-08-29T00:37:12.553,South Africa,0,0,0,4955994
2868,1,2014-08-29T13:01:05.980,Raha,2014-08-29T13:01:05.980,Chermahin,0,0,0,4811732
2869,101,2014-08-30T02:08:28.920,Slaiyer,2020-06-25T10:57:38.347,,0,3,0,1435976
2870,101,2014-08-30T05:26:48.997,mhlester,2014-12-17T19:44:24.257,"San Francisco, CA",0,0,0,3767367
2871,171,2014-08-30T11:50:06.717,dearN,2018-04-21T15:47:29.757,,7,10,0,926968
2874,21,2014-08-31T08:28:32.583,Joanne,2014-08-31T08:28:32.583,,0,0,0,4964432
2875,223,2014-08-31T15:52:33.073,Undisputed007,2017-09-27T12:17:26.553,,39,2,0,178790
2876,173,2014-08-31T16:53:38.550,kqw,2019-12-24T14:49:46.527,milky way,1,7,0,1293564
2877,1,2014-08-31T22:44:08.800,Adam Barak,2014-08-31T22:44:08.800,,0,0,0,4284487
2878,101,2014-09-01T04:22:55.317,user3932000,2016-03-07T01:49:53.513,,0,0,0,4877309
2879,101,2014-09-01T05:41:42.933,Jeremy Kemball,2015-06-24T03:48:33.707,,0,2,0,150609
2880,101,2014-09-01T05:50:10.723,Captain Obvlious,2014-09-05T17:51:58.253,"Las Vegas, NV, United States",4,3,0,450309
2881,101,2014-09-01T08:34:19.040,vikrant singh,2014-09-01T08:34:19.040,"Noida, India",0,0,0,2185552
2882,101,2014-09-01T09:44:51.377,Andrew Grimm,2020-09-07T22:53:05.573,"Sydney, Australia",0,2,0,17355
2883,1,2014-09-01T11:33:10.720,Kashan Danish,2014-09-01T11:33:10.720,Pakistan,0,0,0,2982428
2884,101,2014-09-01T12:14:38.517,E.P.D.I,2014-09-01T12:14:38.517,,0,0,0,4756256
2885,101,2014-09-01T15:32:52.153,Charles-Antoine Fournel,2014-09-01T15:32:52.153,,0,1,0,2623210
2886,184,2014-09-01T16:03:56.013,Aethalides,2021-02-25T06:04:49.773,"Earth, Western Hemisphere, above the equator",3,1,0,2427540
2887,141,2014-09-01T21:42:45.297,noam,2021-01-27T00:37:53.213,,0,2,0,1946199
2888,136,2014-09-02T15:24:28.740,Remy Sheppard,2014-09-11T13:05:19.113,"Wilmington, NC",2,1,0,1575529
2889,1,2014-09-02T21:59:12.673,Kim,2016-04-18T09:00:36.420,,1,0,0,4975473
2890,33,2014-09-03T04:35:42.397,Jéssica Dutra,2016-10-28T03:56:25.817,,0,2,0,4976398
2891,1,2014-09-03T09:12:45.720,PeteB,2014-09-03T09:12:45.720,,0,0,0,178234
2892,101,2014-09-03T17:04:48.903,chrismear,2018-10-05T21:08:05.590,United Kingdom,0,1,0,4339
2893,1,2014-09-04T03:12:12.340,dead mutton,2014-09-04T03:39:17.033,Seattle,0,0,0,4218150
2894,1,2014-09-04T03:27:58.183,bhavicp,2014-09-04T03:43:53.130,,0,0,0,1524684
2895,1,2014-09-04T06:54:50.560,Sam,2015-04-30T10:47:46.560,Belgium,0,0,0,45935
2896,21,2014-09-04T16:14:09.907,Viking,2014-09-09T12:32:47.337,,0,0,0,4984782
2897,21,2014-09-04T16:50:56.820,Daniel,2014-09-29T13:58:33.453,,5,0,0,4056004
2898,101,2014-09-05T07:01:25.553,Miss Shelby,2014-09-15T07:13:09.917,,4,0,0,4987570
2900,101,2014-09-05T14:14:50.100,jcvegan,2018-06-11T19:07:51.220,Peru,0,1,0,1024286
2901,101,2014-09-05T18:26:46.180,Matija Grcic,2018-02-18T13:23:21.550,Ireland - Croatia,0,2,0,1288902
2902,101,2014-09-05T18:59:03.063,Robin Carlier,2014-09-05T18:59:03.063,,0,0,0,4144456
2903,101,2014-09-05T19:07:59.627,Jance,2014-12-30T18:12:15.450,"Washington DC, District of Columbia",0,0,0,2920004
2904,101,2014-09-05T23:54:44.523,Brantley Blanchard,2014-09-05T23:54:44.523,North Carolina,0,0,0,1226227
2905,31,2014-09-06T02:15:02.587,Jim Taylor,2014-09-06T03:55:58.707,,1,0,0,4991579
2907,141,2014-09-06T05:23:37.810,Steven Floyd,2020-04-24T23:25:24.783,"Virginia, United States",3,0,0,2132756
2908,21,2014-09-06T05:55:16.697,Sunshine,2014-09-06T06:11:51.737,"Fresno, CA",34,0,0,4992003
2909,21,2014-09-06T06:18:26.983,Spark Hunter,2014-09-06T06:18:26.983,,3,0,0,4992038
2910,1,2014-09-06T21:10:13.103,mmoser,2016-11-30T01:54:46.037,"Peoria, IL",0,0,0,1707146
2913,71,2014-09-08T00:40:53.127,Bill V O,2014-09-08T04:03:20.493,,6,0,0,4997701
2914,61,2014-09-08T23:07:24.390,Michele Walck,2014-09-08T23:07:24.390,,9,0,0,5002390
2915,161,2014-09-09T10:25:30.883,polyglot,2014-09-12T07:47:57.033,,2,0,0,1006077
2916,91,2014-09-09T21:09:43.697,Alivia Jenson,2014-09-12T20:57:47.910,,3,0,0,5007221
2917,101,2014-09-09T23:35:50.937,nanofarad,2021-02-13T20:10:59.280,New York,0,27,0,1394089
2918,41,2014-09-10T05:27:25.437,Shweta,2014-09-10T07:33:44.113,,7,0,0,5008550
2919,101,2014-09-10T14:21:13.553,Joaolvcm,2014-09-10T14:21:13.553,Portugal,0,0,0,1198378
2920,41,2014-09-10T17:04:57.290,Lindajobruton,2014-09-10T17:04:57.290,,0,0,0,5011826
2921,11,2014-09-10T20:48:44.573,Jane Ehrlich,2014-09-10T20:48:44.573,,7,0,0,5012776
2922,149,2014-09-11T07:48:14.270,Adam Plocher,2020-01-22T21:00:48.890,"Sacramento, CA",2,2,0,378064
2924,41,2014-09-12T13:18:37.127,user3592469,2016-10-20T15:02:43.370,,0,0,0,4408981
2925,101,2014-09-12T14:44:44.693,Kristoffer Sall-Storgaard,2021-02-25T11:37:48.010,"Aarhus, Denmark",0,0,0,2372
2926,101,2014-09-12T15:05:52.293,Robert Kaucher,2014-09-12T15:21:37.400,Ohio,0,0,0,130858
2927,101,2014-09-12T15:07:26.497,Ryan Kennedy,2014-09-12T15:07:26.497,"Tallahassee, FL",0,1,0,1474521
2928,101,2014-09-12T15:45:17.870,Ricardo Gomes,2014-09-12T15:45:17.870,"Caldas da Rainha, Portugal",0,0,0,369753
2929,101,2014-09-12T21:52:14.257,janeylicious,2014-09-12T21:52:14.257,,0,0,0,508259
2931,19,2014-09-13T14:26:54.380,Kittyanon,2014-09-15T12:46:00.530,,0,0,0,5025853
2932,612,2014-09-13T20:34:59.213,Geremia,2020-01-07T22:04:55.577,United States,29,12,1,1532620
2934,101,2014-09-14T16:21:23.800,ChiliYago,2014-09-14T16:21:23.800,California,0,0,0,106913
2936,101,2014-09-15T18:13:23.203,πάντα ῥεῖ,2020-12-26T04:45:02.540,"Rosenheim (Bavaria), Germany",0,2,0,1511352
2938,101,2014-09-16T00:12:16.737,Cary Bondoc,2017-02-11T03:50:12.267,"Malabon City, Philippines",0,1,0,3526473
2941,101,2014-09-16T18:15:23.413,bobmcn,2014-09-16T19:23:39.933,New Jersey,0,0,0,20143
2942,1,2014-09-17T04:46:55.483,phyman,2014-09-17T04:46:55.483,United States,0,0,0,2895960
2943,101,2014-09-17T10:08:08.057,user50849,2018-12-03T20:14:11.050,,0,1,0,488448
2946,31,2014-09-18T01:12:39.017,Janet,2014-09-18T01:12:39.017,,2,0,0,5046814
2947,101,2014-09-18T03:07:56.077,Macsupport,2017-04-15T14:36:08.883,"Berkeley, CA",1,0,0,225857
2948,1,2014-09-18T03:38:21.850,Clyde,2014-09-18T03:38:21.850,,0,0,0,5047194
2949,203,2014-09-18T05:25:08.813,diegoaguilar,2020-05-04T16:27:52.640,"Guadalajara, Jalisco, Mexico",4,1,0,385426
2950,131,2014-09-18T13:33:23.233,EternalWulf,2015-02-17T09:29:03.370,"Somerset West, Cape Town, South Africa",0,4,0,2079001
2951,145,2014-09-18T19:19:17.567,JDługosz,2017-11-18T06:00:07.020,Texas,15,2,0,332659
2953,101,2014-09-19T10:10:37.040,Dan,2016-09-03T23:04:53.350,,1,0,0,381429
2954,1,2014-09-19T10:44:25.060,Shravan,2014-09-19T10:44:25.060,"Amsterdam, Netherlands",0,0,0,112714
2955,101,2014-09-19T22:00:47.270,edhedges,2014-09-19T22:00:47.270,"Olathe, KS",0,0,0,1193099
2958,1,2014-09-21T15:29:29.427,Ubaid Rasheed,2014-09-21T15:29:29.427,,0,0,0,5062726
2960,21,2014-09-21T21:28:41.230,Tery,2014-09-21T21:53:23.003,,1,0,0,5063741
2961,36,2014-09-21T21:42:31.853,Coningham,2014-10-03T21:13:21.933,,0,0,0,5063777
2962,141,2014-09-22T01:39:48.570,abustamam,2017-05-08T19:16:30.873,,1,1,0,2831434
2965,101,2014-09-22T20:55:05.177,Simon Dugré,2014-09-22T20:55:05.177,"Trois-Rivières, QC Canada",0,0,0,48681
2966,101,2014-09-22T21:11:56.713,leonbloy,2020-10-02T12:45:36.773,"Buenos Aires, Argentina",0,0,0,103559
2967,345,2014-09-22T22:06:37.130,raumkrieger,2021-01-31T07:08:08.523,"Colorado, USA",23,82,0,2850703
2968,299,2014-09-23T18:04:40.753,Anjee,2017-08-07T00:13:51.650,,35,0,0,5073585
2969,101,2014-09-23T18:13:48.840,Carl,2014-10-06T17:24:47.173,"Wellington, United Kingdom",0,0,0,4869476
2970,101,2014-09-23T19:35:52.487,Tom Wright,2021-02-24T10:55:45.143,"Cambridge, UK",0,6,0,20839
2971,1,2014-09-24T02:51:56.920,LaTachuela,2014-09-24T02:51:56.920,USA,0,0,0,5041987
2973,61,2014-09-24T09:07:48.477,Michael,2014-09-24T09:07:48.477,,2,0,0,5076785
2977,31,2014-09-25T06:21:23.913,Avery,2014-09-25T06:21:23.913,,0,0,0,5082187
2979,1,2014-09-25T11:04:04.543,Venus House,2014-09-25T11:04:04.543,,6,0,0,5074398
2981,181,2014-09-25T17:24:06.303,Kennifer,2020-05-13T14:36:18.833,"Manchester, United Kingdom",0,0,0,104608
2982,1,2014-09-25T23:17:35.710,Kyra,2014-09-25T23:17:35.710,,0,0,0,5087268
2984,101,2014-09-26T12:29:17.253,hoya21,2014-09-26T12:29:17.253,,0,0,0,3381146
2985,101,2014-09-26T21:20:59.987,Adrian Conlon,2014-09-26T21:20:59.987,"Tunbridge Wells, United Kingdom",1,0,0,27475
2986,103,2014-09-27T06:53:10.840,labs_rcool,2015-04-23T07:04:47.203,,0,1,0,5093212
2987,31,2014-09-27T22:35:50.677,Denise,2014-10-04T02:02:26.863,,0,0,0,5095631
2989,101,2014-09-28T03:03:44.573,AfroThundr,2018-08-23T17:29:32.443,USA,0,0,0,4655121
2990,101,2014-09-28T06:52:52.497,RafaSashi,2014-09-28T06:52:52.497,France,0,1,0,2860702
2991,1,2014-09-28T12:34:12.843,J. E. Flint,2014-09-28T12:34:12.843,United States,0,0,0,4292705
2992,105,2014-09-29T00:41:39.483,Unihedron,2019-10-24T19:29:27.507,"Earth, Alpha Centauri",0,3,0,4451090
2994,1,2014-09-29T09:49:13.657,Libellendrache,2015-10-30T11:52:35.993,,0,0,0,5100963
2995,89,2014-09-29T10:23:49.797,Chebhou,2017-12-16T09:32:15.313,Algeria,0,3,0,3578511
2997,1,2014-09-29T20:37:45.387,Emily,2014-09-29T20:37:45.387,"The Crystal Empire, Equestria",0,0,0,5103938
2998,101,2014-09-30T06:16:33.690,msh210,2020-10-29T12:44:15.663,,0,0,0,265579
2999,179,2014-09-30T12:59:40.220,jawo,2017-11-27T08:44:15.607,Germany,6,1,0,4848893
3000,127,2014-10-01T08:50:14.620,Don Giulio,2018-11-03T17:10:29.123,"Sardinia, Italy",1,0,0,501479
3001,41,2014-10-01T10:53:01.907,user3001,2014-10-02T10:43:21.237,,0,0,0,5112197
3002,101,2014-10-01T11:49:41.617,RajaShilpa,2018-03-30T13:21:09.320,India,0,0,0,1381597
3004,276,2014-10-01T18:28:58.763,Anna,2014-10-01T18:28:58.763,,2,0,0,5114324
3005,1,2014-10-01T21:48:14.367,Stacy Sharp,2014-10-01T22:04:18.143,,0,0,0,4960261
3006,387,2014-10-02T00:49:54.740,Swansong,2018-12-04T07:14:56.617,,20,1,0,5110854
3007,101,2014-10-02T11:01:40.207,Dave,2020-10-01T13:10:54.330,"England, United Kingdom",0,0,0,51053
3008,101,2014-10-02T13:07:30.567,Rex M,2014-10-02T13:07:30.567,United States,0,0,0,55
3009,101,2014-10-02T14:11:30.950,Ryboflavin,2015-08-25T18:42:39.127,Washington Dc,0,0,0,2716952
3010,1,2014-10-02T17:21:38.257,Tanya Shrivastava,2014-10-02T17:21:38.257,,0,0,0,4979271
3011,101,2014-10-02T19:50:07.403,Sojan Jose,2014-10-04T23:16:17.920,"thodupuzha,kerala",0,0,0,903943
3012,776,2014-10-02T23:56:48.613,Veg,2019-10-06T02:32:22.100,,9,16,0,535610
3013,183,2014-10-03T06:18:33.947,Yevgen,2017-09-08T16:05:26.283,,4,1,0,1938571
3014,101,2014-10-03T11:30:36.577,Mattisdada,2014-10-05T00:14:51.553,,1,1,0,1148811
3015,51,2014-10-03T15:18:46.473,Cheryl,2014-10-04T12:19:10.667,,0,0,0,5123364
3016,1,2014-10-03T17:41:25.753,Adrian Gan,2014-10-04T04:23:18.033,,0,0,0,5123960
3017,1225,2014-10-03T20:19:25.123,Enigma,2020-12-07T19:16:57.103,United States,33,108,0,1836133
3018,101,2014-10-03T20:35:51.387,nurikabe,2014-10-03T20:35:51.387,"Natick, MA",0,2,0,42031
3019,163,2014-10-04T03:08:55.217,Drake Sobania,2016-06-16T18:00:46.250,"Mobile, AL",8,0,0,3316640
3020,101,2014-10-04T12:28:02.950,ProgramFOX,2019-10-11T12:03:06.567,,0,0,0,3094403
3021,101,2014-10-04T12:28:28.547,Sam,2019-02-26T15:11:14.127,,0,0,0,2591787
3022,101,2014-10-04T12:37:15.263,Microsoft Linux TM,2014-10-04T12:37:15.263,,0,0,0,2908276
3023,1,2014-10-04T17:22:25.697,fugie,2014-10-04T17:22:25.697,"San Francisco, CA",0,0,0,2987612
3024,221,2014-10-04T19:33:43.357,Greg Smalter,2020-05-27T17:28:10.370,"Webster, NY",9,1,0,15960
3026,11,2014-10-05T04:37:44.527,Kristy,2014-10-05T04:37:44.527,,0,0,0,5128892
3028,9,2014-10-05T23:42:44.823,user3028,2014-10-05T23:42:44.823,,0,0,0,5131741
3029,381,2014-10-06T10:15:20.940,user2617804,2021-01-24T09:29:35.780,Japan,7,1,0,3091856
3033,101,2014-10-06T18:45:17.317,Kathy,2020-10-13T14:12:20.213,California,1,0,0,3536361
3034,101,2014-10-06T21:22:02.027,Brian S,2020-07-02T19:10:04.863,Texas,0,0,0,163804
3035,492,2014-10-07T03:01:45.200,Mazura,2021-02-22T17:27:46.390,Chicago,45,67,0,4158318
3036,1,2014-10-07T05:36:04.920,sww1235,2020-09-19T23:54:13.067,somewhere in the multiverse,0,0,0,2576561
3037,11,2014-10-07T10:20:09.203,Nishanth Mane,2014-10-07T17:29:29.227,,1,0,0,5138693
3038,1,2014-10-07T12:22:16.383,Storm,2014-10-07T12:22:16.383,Sri Lanka,0,0,0,4311014
3040,141,2014-10-07T13:40:13.930,perfectionist,2018-11-28T18:52:06.047,"London, United Kingdom",0,0,0,1179041
3041,201,2014-10-07T14:08:10.463,BlueTrin,2018-09-09T12:56:54.143,"London, United Kingdom",6,2,0,77590
3042,1,2014-10-07T22:52:33.967,Benjamin Cuslidge,2014-10-08T17:06:10.960,,1,0,0,4411032
3043,101,2014-10-07T22:53:03.493,VolleyJosh,2015-01-20T18:48:19.807,,0,7,0,1801079
3044,1409,2014-10-08T13:41:59.473,cobaltduck,2021-01-06T16:22:08.277,,151,57,2,86881
3046,103,2014-10-08T17:18:43.040,TNO,2018-11-08T17:44:04.017,,4,5,0,3422330
3047,101,2014-10-08T20:19:07.173,Lyoneel,2014-10-08T20:19:07.173,"Buenos Aires, Argentina",0,0,0,173074
3048,1,2014-10-08T21:30:05.260,Rocco,2014-10-08T22:46:47.027,"Los Angeles, CA, USA",0,0,0,4138933
3049,101,2014-10-08T22:37:35.493,Entbark,2015-06-24T20:36:48.530,USA,0,0,0,3021166
3050,143,2014-10-09T02:32:32.800,MrLore,2019-05-05T05:07:58.167,"Gloucestershire, United Kingdom",0,2,0,1332894
3051,1,2014-10-09T09:08:17.697,Christina Kilimanjaro,2014-10-09T09:08:17.697,"Durban, South Africa",0,0,0,5148877
3052,21,2014-10-09T09:42:34.450,Keshva,2019-06-26T08:56:14.667,India,1,0,0,5144070
3053,101,2014-10-09T14:19:57.713,Sam Rueby,2018-10-29T19:34:55.350,"Rochester, NY, United States",0,1,0,437366
3054,101,2014-10-09T15:10:55.640,timthelion,2014-10-09T15:10:55.640,,1,0,0,2437334
3055,21,2014-10-09T21:44:42.170,Morgan,2014-10-17T01:39:42.063,,0,0,0,5153281
3056,101,2014-10-09T22:36:22.470,Dilaton,2017-10-21T20:26:56.797,dilaton@physicsoverflow.org,0,4,0,528229
3058,101,2014-10-10T01:18:37.600,Climbs_lika_Spyder,2014-10-10T01:18:37.600,,0,0,0,1350747
3060,101,2014-10-10T11:47:38.357,Philipp Sander,2014-10-10T11:47:38.357,"Worms, Germany",0,0,0,2680659
3061,101,2014-10-10T13:50:55.283,Ian M,2014-10-10T13:50:55.283,United States,0,1,0,4977903
3063,101,2014-10-11T01:45:53.657,Nameless Nick,2014-10-11T02:17:47.167,,0,0,0,3739107
3064,101,2014-10-11T03:16:10.093,Tim Brigham,2018-12-11T15:13:51.550,Kansas City,0,2,0,494682
3065,101,2014-10-11T10:18:52.653,oyd11,2020-03-23T21:11:59.320,,0,0,0,85105
3068,101,2014-10-12T04:12:55.740,Greg Bray,2017-03-18T02:54:33.503,"Salt Lake City, UT",0,2,0,9409
3069,524,2014-10-12T23:22:33.827,WRiker,2014-10-13T10:32:36.430,,8,1,0,5165475
3070,1,2014-10-13T02:08:11.307,nnss,2019-03-16T17:59:08.990,"CABA, Buenos Aires",0,0,0,2987291
3071,1,2014-10-13T07:43:14.017,Oktawian Łagiewski,2017-10-26T21:43:13.663,Poland,0,0,0,5166750
3072,103,2014-10-13T10:00:38.417,Erbureth says Reinstate Monica,2021-01-13T12:43:52.280,Czech Republic,5,1,0,311212
3074,101,2014-10-13T15:52:17.513,Noctis Skytower,2019-07-24T20:59:45.283,"Pensacola, FL, United States",0,124,0,75420
3075,1,2014-10-13T17:49:55.907,omnix,2014-10-13T17:49:55.907,,0,0,0,5169599
3076,21,2014-10-13T22:26:35.883,Michael,2014-10-13T22:26:35.883,,1,0,0,5170678
3077,161,2014-10-13T23:04:14.737,nexus_2006,2021-01-08T20:32:25.273,,3,0,0,2663542
3078,105,2014-10-14T02:24:10.860,Sue Saddest Farewell TGO GL,2019-09-08T22:08:44.250,No longer at SE or SO,5,136,0,5080390
3079,101,2014-10-14T07:30:35.443,vikrant,2014-10-14T07:30:35.443,"Bangalore, India",0,0,0,103301
3080,101,2014-10-14T11:18:51.013,Aaron J Lang,2020-06-25T01:10:02.747,"Auckland, New Zealand",0,4,0,1135021
3081,201,2014-10-14T15:20:16.730,Mark S,2017-01-19T13:42:02.147,"Palm Harbor, FL",15,0,0,1873373
3083,141,2014-10-14T22:44:54.927,jeffsaracco,2014-11-07T17:05:26.363,"New York, NY",1,0,0,41733
3084,1,2014-10-15T12:06:40.057,romada,2014-10-15T12:06:40.057,,0,0,0,5147088
3085,201,2014-10-15T14:08:17.523,War,2020-07-17T12:29:25.207,"England, United Kingdom",15,0,0,138178
3086,11,2014-10-15T17:11:31.857,mojo,2014-10-27T18:02:29.830,,0,0,0,5180878
3088,487,2014-10-16T01:27:39.310,rhill45,2020-03-30T09:49:29.157,"Tampa, FL",26,8,1,3855626
3089,1,2014-10-16T05:36:34.997,Brenna Flint,2014-10-16T05:36:34.997,,0,0,0,5183304
3090,1,2014-10-16T16:16:30.210,Jamie Ferguson,2014-10-16T16:16:30.210,"Edinburgh, UK",0,0,0,3164367
3091,1,2014-10-16T16:23:54.503,Gribz,2014-10-16T16:23:54.503,,1,0,0,5093429
3092,185,2014-10-16T19:57:35.300,kenorb,2019-04-27T11:20:02.737,"London, UK",2,16,0,22370
3093,29,2014-10-17T00:38:38.407,CatJaq,2014-10-18T17:55:46.700,,0,0,0,5188095
3094,61,2014-10-18T09:03:29.663,swiss,2014-10-18T09:03:29.663,,1,0,0,5194371
3097,101,2014-10-18T22:58:24.183,kronenpj,2018-10-30T18:14:06.587,Florida,0,0,0,3275913
3098,1,2014-10-19T13:59:29.203,Mishil D.,2014-10-19T13:59:29.203,,0,0,0,5198423
3100,412,2014-10-20T03:41:30.517,Michael Karas,2021-01-26T03:43:31.313,Oregon,5,6,0,1822755
3101,111,2014-10-20T04:25:05.757,jeanne,2014-10-20T13:51:56.640,,0,0,0,5201238
3102,1,2014-10-20T13:21:39.733,Daniel,2016-03-24T05:22:49.753,,0,0,0,5202172
3103,133,2014-10-20T14:41:15.817,andyras,2015-10-12T15:16:59.280,"Evanston, IL",2,1,0,1340006
3105,143,2014-10-20T20:39:35.773,John Hunt,2015-03-16T06:56:40.500,United Kingdom,0,1,0,184976
3106,461,2014-10-21T13:59:06.090,Nika,2014-10-24T12:00:53.107,Sweden,18,1,0,5208185
3107,173,2014-10-22T08:58:43.607,laurent,2021-01-30T16:28:55.500,"London, United Kingdom",0,7,0,271008
3108,101,2014-10-23T04:03:23.060,acedanger,2014-10-23T04:03:23.060,"Jacksonville, FL",0,1,0,61485
3109,101,2014-10-23T15:27:54.697,Adam J. Forster,2014-10-23T15:27:54.697,United Kingdom,0,0,0,8649
3110,1,2014-10-24T11:38:33.657,Ivana,2014-11-16T13:09:05.867,,0,0,0,5225328
3112,231,2014-10-24T21:09:41.010,Jason Eades,2020-03-27T15:11:41.817,"Hickory, NC",4,1,0,1451151
3114,1,2014-10-25T10:23:12.813,devpro101,2014-10-25T15:22:34.197,,0,0,0,5029115
3115,193,2014-10-26T09:45:12.897,Bhargavi,2017-08-27T10:15:46.773,,0,0,0,4664548
3116,101,2014-10-27T00:12:49.203,Christian Conkle,2014-11-24T23:32:25.093,"Los Angeles, CA",1,0,0,1219224
3117,101,2014-10-27T03:28:25.147,Albert T. Wong,2014-10-27T03:28:25.147,"Los Angeles, CA",0,1,0,159291
3119,181,2014-10-27T13:54:47.423,po10cySA,2020-01-22T17:51:24.503,"Port Elizabeth, South Africa",2,0,0,3355429
3120,66,2014-10-27T17:14:48.987,Birdie,2014-12-02T04:41:57.907,,2,7,0,5239203
3121,1,2014-10-27T18:49:51.913,woden57,2017-03-25T23:44:19.407,,0,0,0,4248747
3123,234,2014-10-27T20:05:50.503,Amy Blankenship,2020-04-30T00:31:55.613,,11,6,0,456024
3124,193,2014-10-27T22:26:03.827,Ram,2017-04-10T17:25:23.710,,2,11,0,2591759
3125,357,2014-10-28T10:28:37.473,jwenting,2021-02-15T04:11:45.777,,12,45,0,104440
3126,101,2014-10-28T14:04:06.333,UiUx,2018-08-13T13:30:55.423,"Hyderabad, India",2,17,0,2255176
3127,101,2014-10-28T15:26:46.957,Carlos Ferreira,2017-08-30T14:27:39.237,"Lisbon, Portugal",0,0,0,166012
3128,1,2014-10-28T17:12:59.453,martin8777,2014-10-28T17:12:59.453,"Halifax, Nova Scotia",1,0,0,5244845
3129,281,2014-10-28T21:32:12.037,thanby,2019-12-30T18:26:39.403,"Dayton, OH",5,1,0,1981105
3130,11,2014-10-29T04:52:35.450,Emily314,2014-10-29T04:52:35.450,,2,0,0,5247384
3131,101,2014-10-29T09:23:50.010,Brōtsyorfuzthrāx,2019-04-11T22:09:33.150,"Idaho, USA",0,1,0,3547111
3132,133,2014-10-29T11:02:36.747,ethrbunny,2015-11-29T17:57:27.870,,0,2,0,229004
3133,1,2014-10-29T17:01:05.950,LinkP,2014-10-29T17:21:51.457,Idaho,0,0,0,1743091
3134,161,2014-10-29T22:02:13.910,dbinott,2014-10-30T23:16:01.447,"Ottawa, ON, Canada",2,0,0,39094
3135,101,2014-10-29T23:07:30.230,Spencer Williams,2014-10-29T23:07:30.230,"Portland, OR, United States",0,2,0,282436
3136,19,2014-10-30T08:20:56.720,user2679566,2015-01-20T11:24:38.423,,2,0,0,3170506
3137,161,2014-10-30T13:39:38.637,andrewbadera,2014-11-03T17:20:33.220,"Albany, NY",0,0,0,13027
3138,1,2014-10-31T04:39:14.203,nycgirl56,2014-10-31T04:39:14.203,"New Port Richey, FL",0,0,0,5258982
3139,101,2014-10-31T16:11:16.753,Hbirjand,2014-10-31T16:11:16.753,,0,0,0,2119911
3141,101,2014-11-01T22:02:02.910,Alberto Santini,2019-08-13T14:25:00.797,,0,0,0,193967
3142,21,2014-11-02T01:05:54.593,Kendra,2014-11-03T16:59:37.317,,2,0,0,5266817
3144,21,2014-11-02T04:08:00.770,Gavin Draper,2014-11-02T15:24:09.267,,1,0,0,5267150
3146,101,2014-11-03T17:00:32.137,MattUebel,2014-11-03T17:00:32.137,"Ashland, OH",0,0,0,128966
3147,101,2014-11-03T17:14:59.640,Brian Minton,2018-12-12T21:52:04.513,"Dillsburg, PA, United States",0,1,0,391817
3148,101,2014-11-03T19:43:15.147,user2813274,2020-03-24T16:06:35.387,,2,3,0,3348741
3149,101,2014-11-04T00:16:44.150,Lie Ryan,2018-11-02T19:57:26.600,,0,0,0,118410
3151,11,2014-11-04T19:45:52.813,Kimberly,2014-11-05T22:41:26.663,,0,0,0,5280301
3153,21,2014-11-05T01:08:17.887,Janet,2014-11-05T01:08:17.887,,0,0,0,5281459
3154,1,2014-11-05T02:38:03.943,phoenix,2014-11-05T02:38:03.943,,0,0,0,4388293
3155,21,2014-11-05T17:59:33.900,user3155,2014-11-05T18:15:58.593,,1,0,0,5285735
3156,121,2014-11-05T19:00:16.660,Mark Reed,2020-12-20T02:54:13.167,,10,1,0,419726
3157,163,2014-11-05T20:17:36.380,Robert,2020-04-28T13:39:40.000,,3,1,0,4338557
3161,51,2014-11-06T13:17:35.457,Dewdrop33,2014-11-08T10:58:08.963,,0,0,0,5290213
3162,1,2014-11-06T18:43:23.067,Gekitsuu,2014-11-06T18:43:23.067,"Seattle, WA",0,0,0,86876
3163,101,2014-11-07T15:41:09.427,spiffytech,2014-11-07T15:41:09.427,North Carolina,0,0,0,64940
3164,103,2014-11-07T19:24:59.703,Dhazard,2017-03-12T21:48:20.957,,23,0,0,5151865
3165,1,2014-11-08T01:54:03.480,Zay Sevier,2014-11-08T01:54:03.480,,2,0,0,5298795
3166,101,2014-11-08T03:43:10.077,cdated,2014-11-08T03:43:10.077,"Cary, NC, United States",0,2,0,127383
3167,1,2014-11-08T10:38:42.653,Manders,2014-11-08T10:38:42.653,North Carolina,0,0,0,5299819
3168,29,2014-11-08T17:55:50.760,Brittany Dare,2014-11-08T17:55:50.760,,0,0,0,5301213
3169,21,2014-11-08T20:12:23.637,farzam,2014-11-08T23:05:15.110,,1,0,0,5301646
3170,101,2014-11-09T02:13:47.717,Onur Senture,2017-01-04T12:42:02.377,Turkey,0,0,0,66050
3171,156,2014-11-09T03:45:15.433,phw,2019-10-16T09:40:13.863,"Rotterdam, Netherlands",0,3,0,278483
3173,81,2014-11-09T16:53:53.603,user3173,2014-11-09T20:09:42.307,,1,0,0,5304593
