Id,CreationDate,PostId,RelatedPostId,LinkTypeId
34465,2014-07-24T10:56:58.067,5919,5880,1
34466,2014-07-24T11:02:43.550,5880,5919,1
34676,2014-07-25T23:56:41.357,5933,1885,3
34722,2014-07-26T15:05:13.453,5940,1490,1
34737,2014-07-26T17:38:43.930,5942,1885,1
34748,2014-07-26T17:39:03.773,1885,5942,1
34800,2014-07-27T15:33:08.620,5948,1691,1
34814,2014-07-27T18:45:37.593,5947,5487,1
34921,2014-07-28T19:05:56.477,1932,1691,1
34988,2014-07-29T15:25:05.303,5958,3248,1
34989,2014-07-29T15:25:05.303,5958,1009,1
34990,2014-07-29T15:25:05.303,5958,292,1
34997,2014-07-29T17:07:34.707,5958,1009,3
35083,2014-07-30T18:22:16.920,5966,1862,1
35084,2014-07-30T18:35:06.003,5966,925,1
35085,2014-07-30T18:47:35.443,5966,2800,1
35152,2014-07-31T10:19:12.727,5947,551,1
35340,2014-08-02T10:16:47.407,5987,358,1
35341,2014-08-02T10:20:07.327,5987,1998,1
35342,2014-08-02T10:20:07.327,5987,1320,1
35343,2014-08-02T10:25:31.340,5987,5487,1
35515,2014-08-04T00:06:25.380,6000,1629,1
35554,2014-08-04T09:34:09.757,6005,251,1
35579,2014-08-04T17:00:25.013,6009,1797,1
35580,2014-08-04T17:10:12.670,6009,1793,1
35663,2014-08-05T13:57:27.127,6017,2899,1
35811,2014-08-06T21:36:58.503,6025,6022,1
35827,2014-08-06T23:47:00.973,6027,1490,1
35936,2014-08-07T18:20:14.990,1848,6000,1
36146,2014-08-11T00:23:33.297,6045,2179,1
38110,2014-08-14T01:01:30.647,6067,1962,1
38111,2014-08-14T01:18:34.290,6066,1441,1
38143,2014-08-14T17:17:08.533,6080,2639,1
38258,2014-08-15T14:40:06.930,6088,1009,1
38259,2014-08-15T14:40:06.930,6088,3127,1
38270,2014-08-15T17:09:27.060,6088,1009,3
38416,2014-08-17T10:26:49.550,6106,6107,1
38514,2014-08-18T10:37:40.427,3287,6119,1
38529,2014-08-18T12:45:21.117,6116,1881,3
38573,2014-08-18T17:00:33.613,6104,4342,1
38600,2014-08-18T19:25:35.633,5878,6122,1
38933,2014-08-23T21:44:47.223,6174,1922,1
38996,2014-08-24T17:12:19.043,6174,1922,3
39123,2014-08-25T17:37:58.020,6103,2952,1
39127,2014-08-25T18:26:17.527,6184,4398,1
39199,2014-08-26T13:45:33.653,6199,485,1
39200,2014-08-26T13:49:41.230,6199,220,1
39280,2014-08-27T10:21:20.640,6199,220,3
39297,2014-08-27T13:44:16.810,6209,1772,1
39319,2014-08-28T00:46:40.923,6103,2952,3
39339,2014-08-28T10:06:25.007,6213,6204,1
39355,2014-08-28T16:14:55.767,6211,3015,1
39448,2014-08-29T18:44:11.123,6229,6228,1
39502,2014-08-30T01:20:21.467,6209,1908,1
39647,2014-08-31T18:11:50.257,6249,47,1
39739,2014-09-01T22:16:51.293,6253,17,1
39740,2014-09-01T22:16:51.293,6253,1925,1
39741,2014-09-01T22:18:13.783,6253,2892,1
39821,2014-09-02T16:25:37.790,6258,2800,1
39827,2014-09-02T17:37:13.787,6258,7,1
39897,2014-09-03T14:06:02.870,6262,3108,1
39898,2014-09-03T14:06:02.870,6262,5877,1
39899,2014-09-03T14:06:02.870,6262,5878,1
39913,2014-09-03T18:31:33.217,6263,1441,1
39956,2014-09-04T10:46:13.173,6263,3106,1
39957,2014-09-04T10:46:13.173,6263,692,1
39958,2014-09-04T10:46:13.173,6263,1320,1
39959,2014-09-04T10:46:13.173,6263,1962,1
39960,2014-09-04T10:46:13.173,6263,1816,1
39961,2014-09-04T11:44:49.240,6270,888,1
39983,2014-09-04T13:43:27.070,6270,1240,1
39986,2014-09-04T14:59:55.223,6270,1899,1
39987,2014-09-04T14:59:55.223,6270,5702,1
39988,2014-09-04T14:59:55.223,6270,898,1
39989,2014-09-04T14:59:55.223,6270,5998,1
39990,2014-09-04T14:59:55.223,6270,3049,1
39991,2014-09-04T14:59:55.223,6270,3175,1
39992,2014-09-04T14:59:55.223,6270,6201,1
39993,2014-09-04T14:59:55.223,6270,6209,1
39994,2014-09-04T14:59:55.223,6270,6009,1
40023,2014-09-05T02:26:28.967,6273,2461,1
40046,2014-09-05T11:18:45.777,6281,1212,1
40156,2014-09-06T12:22:07.910,6290,6262,1
40210,2014-09-08T00:28:48.413,6295,4407,1
40211,2014-09-10T10:31:30.440,6308,1699,1
40344,2014-09-10T13:13:11.177,6310,471,1
40346,2014-09-12T17:35:52.613,6329,6262,1
40347,2014-09-12T17:35:52.613,6329,5877,1
40348,2014-09-12T17:47:14.200,6328,2769,1
40349,2014-09-12T17:47:14.200,6328,1962,1
40350,2014-09-12T17:47:14.200,6328,6067,1
41015,2014-09-13T16:07:11.653,6335,5879,1
41049,2014-09-13T20:43:35.507,6337,5485,1
41117,2014-09-14T18:34:45.583,6343,6237,1
41138,2014-09-14T18:42:08.127,6343,1064,1
41183,2014-09-15T03:48:59.353,6335,5879,3
41350,2014-09-16T12:07:54.790,6348,698,1
41466,2014-09-17T14:38:31.357,6359,1885,1
41549,2014-09-18T15:23:50.033,6351,1454,1
41621,2014-09-19T16:21:48.107,6373,3040,1
41622,2014-09-19T16:22:35.393,6373,1327,1
41625,2014-09-19T16:24:13.243,6373,64,1
41675,2014-09-20T20:55:01.907,6376,766,1
41676,2014-09-20T20:55:01.907,6376,760,1
41761,2014-09-21T22:19:48.453,6380,5593,1
41802,2014-09-22T12:14:50.387,6385,854,1
42101,2014-09-26T16:10:05.607,6407,4401,1
42197,2014-09-27T23:46:30.383,6421,2230,1
42207,2014-09-28T03:37:13.180,6418,229,1
42216,2014-09-28T10:47:30.090,6421,514,1
42217,2014-09-28T10:47:30.090,6421,1817,1
42226,2014-09-28T16:55:11.980,6427,3259,1
42460,2014-10-01T11:01:19.637,6440,2210,1
42461,2014-10-01T13:07:19.217,6440,2210,3
42466,2014-10-01T16:02:15.417,6438,6412,1
42467,2014-10-01T16:02:33.350,6412,6438,1
42569,2014-10-03T01:02:57.430,6448,5923,1
42622,2014-10-03T16:27:01.610,6459,107,1
42623,2014-10-03T16:27:01.610,6459,2479,1
42730,2014-10-05T09:53:26.553,6472,1938,1
42731,2014-10-05T09:53:48.460,6472,1938,3
42755,2014-10-05T18:31:42.830,6459,107,3
42823,2014-10-06T16:54:30.380,6454,1185,1
42828,2014-10-06T17:16:01.987,6487,251,1
42962,2014-10-07T10:42:31.917,6501,6338,1
42963,2014-10-07T11:39:54.943,6500,5593,1
42964,2014-10-07T11:41:28.497,6500,1438,1
43031,2014-10-08T11:48:08.163,6510,1503,1
43122,2014-10-09T13:07:38.627,107,3199,1
43138,2014-10-09T23:27:46.090,6523,5523,1
43139,2014-10-10T10:18:30.007,6523,5523,3
44269,2014-10-12T02:31:44.170,6537,2030,1
44280,2014-10-12T09:49:39.920,6543,726,1
44281,2014-10-12T09:49:39.920,6543,400,1
44282,2014-10-12T09:50:46.273,6543,6530,1
44293,2014-10-12T15:00:49.140,6530,6543,1
44730,2014-10-13T12:27:02.327,6530,3067,1
44761,2014-10-13T23:53:20.227,6558,610,1
44788,2014-10-14T11:02:31.307,6564,6474,1
44789,2014-10-14T11:03:07.140,5865,6564,1
45024,2014-10-15T22:22:19.840,6581,5877,1
45025,2014-10-15T22:52:57.973,6581,6347,1
45029,2014-10-15T22:58:54.567,5877,6581,1
45062,2014-10-16T09:59:31.507,6589,6572,1
45157,2014-10-17T11:32:58.103,6584,766,1
45158,2014-10-17T11:32:58.103,6584,134,1
46330,2014-10-24T14:39:25.400,6634,6407,1
46383,2014-10-24T17:44:42.790,542,471,1
46648,2014-10-27T23:30:21.140,6609,2484,1
46649,2014-10-27T23:32:15.553,6500,1438,3
46658,2014-10-28T03:13:54.513,6665,1881,1
46827,2014-10-29T11:28:19.137,6678,3146,1
46843,2014-10-29T16:01:07.707,6678,3127,1
47084,2014-11-01T12:40:18.327,6688,6694,1
47133,2014-11-02T05:25:42.930,6698,2290,1
47217,2014-11-03T14:27:40.243,6698,2290,3
47233,2014-11-03T17:34:12.150,6707,2210,1
47404,2014-11-05T15:02:16.147,6718,1772,1
47521,2014-11-06T01:41:40.663,6718,1772,3
47624,2014-11-08T20:45:48.207,6736,1277,1
47782,2014-11-10T11:57:50.530,6746,781,1
47783,2014-11-10T14:34:32.873,6738,1964,1
48408,2014-11-14T13:57:02.077,6764,1504,1
48443,2014-11-14T16:35:45.160,6773,2743,1
48585,2014-11-16T11:59:12.780,6780,2489,1
48586,2014-11-16T11:59:12.780,6780,2527,1
48587,2014-11-16T11:59:12.780,6780,3297,1
48658,2014-11-16T23:07:45.900,6780,6785,1
48717,2014-11-17T16:22:23.080,6773,2603,1
48738,2014-11-17T17:58:43.480,6792,692,1
48768,2014-11-17T23:03:46.903,6792,1961,1
48769,2014-11-17T23:03:46.903,6792,1816,1
48770,2014-11-17T23:03:46.903,6792,522,1
48771,2014-11-17T23:03:46.903,6792,1783,1
48887,2014-11-19T15:59:40.130,6798,6270,1
48888,2014-11-19T15:59:40.130,6798,5702,1
48889,2014-11-19T15:59:40.130,6798,898,1
48890,2014-11-19T15:59:40.130,6798,888,1
49051,2014-11-20T11:37:14.837,6807,5805,1
49500,2014-11-24T11:55:43.963,6825,2964,1
49525,2014-11-24T18:00:17.097,6825,2210,1
49598,2014-11-25T21:17:46.217,6844,6834,1
49695,2014-11-26T15:49:17.733,6855,6844,1
49696,2014-11-26T16:20:57.877,6856,1556,1
49754,2014-11-27T11:17:25.740,6869,6785,1
49759,2014-11-27T12:52:45.233,6834,1518,1
49776,2014-11-27T16:12:54.337,6871,958,1
49788,2014-11-27T18:47:10.453,6875,6840,1
49800,2014-11-27T19:23:02.827,6840,6874,1
49802,2014-11-27T19:23:02.827,6840,1518,1
49817,2014-11-27T20:54:33.357,6875,5485,1
49848,2014-11-28T01:02:54.863,6871,1772,1
49849,2014-11-28T01:04:09.093,6871,6209,1
49871,2014-11-28T09:15:12.627,6840,5485,1
49891,2014-11-28T14:57:07.580,6871,1908,3
49892,2014-11-28T14:57:07.580,6871,1772,3
49893,2014-11-28T14:57:07.580,6871,958,3
50071,2014-12-01T09:34:33.200,6899,2916,1
50158,2014-12-01T20:53:06.427,6909,6843,1
50183,2014-12-02T05:51:16.353,6900,6913,1
50358,2014-12-03T16:40:12.863,6690,6935,1
50377,2014-12-03T22:13:22.117,1578,6840,1
50507,2014-12-05T04:12:41.470,6898,6957,1
50543,2014-12-05T10:54:00.800,6961,6338,1
50713,2014-12-09T12:04:39.260,6983,1783,1
50714,2014-12-09T12:04:39.260,6983,3105,1
50715,2014-12-09T12:04:39.260,6983,2677,1
50825,2014-12-09T20:18:03.513,6992,1817,1
50830,2014-12-09T22:58:10.853,6992,2230,1
50872,2014-12-10T10:45:02.237,6997,3108,1
50873,2014-12-10T10:45:02.237,6997,5877,1
50874,2014-12-10T10:45:02.237,6997,6606,1
50941,2014-12-11T16:29:43.617,7009,2677,1
52054,2014-12-13T18:15:32.877,7009,2677,3
52169,2014-12-15T15:49:19.200,7001,692,1
52170,2014-12-15T15:49:19.200,7001,925,1
52183,2014-12-15T16:58:58.150,7023,2715,1
52355,2014-12-16T21:27:44.280,7036,6933,1
52380,2014-12-17T02:37:17.897,7029,457,1
52417,2014-12-17T12:06:00.687,7044,7026,1
52462,2014-12-17T14:57:29.363,7043,1185,1
52479,2014-12-17T15:56:40.607,7026,7044,1
52541,2014-12-18T12:03:13.617,7064,266,1
52554,2014-12-18T14:45:42.610,7068,1591,1
52639,2014-12-19T14:09:32.040,7044,6218,1
52803,2014-12-21T02:14:35.657,7085,721,1
52818,2014-12-21T09:35:04.977,7094,7082,1
53047,2014-12-22T15:13:46.363,7023,5549,1
53079,2014-12-22T17:29:12.283,7106,1578,1
53090,2014-12-22T18:21:47.473,7106,1578,3
53145,2014-12-23T12:14:28.603,7115,5466,1
53146,2014-12-23T12:15:58.760,7115,4410,1
53147,2014-12-23T12:17:37.313,7115,1853,1
53206,2014-12-23T19:55:29.880,7124,7123,1
53217,2014-12-23T20:06:33.310,7125,5806,1
53281,2014-12-24T11:46:57.340,7131,2489,1
53282,2014-12-24T11:46:57.340,7131,5573,1
53283,2014-12-24T11:47:25.257,7131,5573,3
53694,2014-12-28T13:56:44.830,7154,14,1
53750,2014-12-29T03:17:05.877,1240,3105,1
53775,2014-12-29T11:45:46.043,7171,617,1
53776,2014-12-29T11:45:46.043,7171,1783,1
53782,2014-12-29T15:07:49.707,1240,6281,1
53799,2014-12-29T18:52:07.467,7174,2790,1
53803,2014-12-29T20:21:03.523,2134,5942,1
53995,2015-01-02T04:48:34.447,7192,6898,1
54080,2015-01-02T21:24:38.303,7200,5705,1
54290,2015-01-05T02:04:44.983,7192,7206,1
54298,2015-01-05T02:10:35.433,7217,6484,1
54318,2015-01-05T13:28:16.397,7222,2715,1
54319,2015-01-05T13:36:39.847,7223,2373,1
54320,2015-01-05T13:36:39.847,7223,551,1
54341,2015-01-05T16:39:21.973,7225,5593,1
54384,2015-01-05T20:15:06.407,7222,2715,3
54432,2015-01-06T15:53:14.800,7240,2800,1
54529,2015-01-08T10:40:41.463,7252,6263,1
54530,2015-01-08T11:22:33.197,7240,2800,3
54595,2015-01-08T13:01:37.570,7234,1457,1
54622,2015-01-08T16:20:53.647,7258,1772,1
54623,2015-01-08T16:21:30.593,7258,6209,1
54668,2015-01-09T14:44:58.827,7258,1772,3
54692,2015-01-09T19:10:35.877,7266,6643,1
54706,2015-01-09T21:55:53.687,7269,1009,1
54719,2015-01-09T22:40:15.840,7269,2603,1
54749,2015-01-10T11:59:16.567,7269,1185,1
54804,2015-01-12T10:04:19.433,7115,4410,3
54806,2015-01-12T19:53:49.250,7284,1857,1
54807,2015-01-12T19:53:49.250,7284,1861,1
54893,2015-01-13T14:09:51.873,7302,692,1
54904,2015-01-13T16:17:20.897,7304,7299,1
54912,2015-01-13T16:18:40.750,7299,7304,1
54924,2015-01-14T01:04:17.230,7307,1765,1
54927,2015-01-14T01:20:57.400,7307,1765,3
54943,2015-01-14T12:41:56.317,7301,1817,1
54948,2015-01-14T21:17:15.820,7260,1550,1
54959,2015-01-14T22:17:01.443,7319,7318,1
54993,2015-01-14T23:29:15.853,7321,67,1
55095,2015-01-18T12:09:50.380,7344,5509,1
55152,2015-01-20T01:11:22.427,7230,1998,1
55173,2015-01-20T14:34:36.797,7109,7363,1
55211,2015-01-21T18:05:34.407,7376,5997,1
55268,2015-01-22T21:27:00.917,7389,6024,1
55320,2015-01-23T17:07:07.063,7396,746,1
55331,2015-01-23T18:37:56.213,7397,7252,1
55342,2015-01-23T22:49:47.910,7398,1772,1
55366,2015-01-24T11:43:11.343,7384,7252,1
55377,2015-01-24T12:37:25.720,7397,7407,1
55416,2015-01-25T19:32:15.553,7415,67,1
55539,2015-01-27T10:54:36.240,7431,6780,1
55540,2015-01-27T12:50:40.873,7429,1144,1
55599,2015-01-28T15:53:38.847,7417,5910,1
55600,2015-01-28T15:53:38.847,7417,1460,1
55601,2015-01-28T15:53:38.847,7417,3108,1
55602,2015-01-28T15:53:38.847,7417,617,1
55603,2015-01-28T15:53:38.847,7417,5877,1
55689,2015-01-30T20:20:30.003,7467,7468,1
55691,2015-01-30T20:29:34.567,7467,316,1
55738,2015-01-31T10:38:31.693,7472,925,1
55819,2015-02-01T23:28:17.497,7486,1525,1
55840,2015-02-02T11:21:47.160,7489,5959,1
55841,2015-02-02T12:09:55.580,7495,7478,1
55888,2015-02-03T16:14:47.710,7501,7396,1
55920,2015-02-03T19:17:42.147,7489,5959,3
55921,2015-02-03T19:23:45.900,7502,7470,1
55944,2015-02-04T18:04:21.027,7511,7494,1
56159,2015-02-09T00:19:17.947,7557,2553,3
56206,2015-02-09T15:25:44.750,7529,7562,1
56207,2015-02-09T15:28:14.283,7554,3328,1
56228,2015-02-09T20:01:33.877,1853,1816,1
57504,2015-02-11T11:18:37.230,7587,1809,1
57541,2015-02-11T16:01:35.737,7554,6438,1
57606,2015-02-12T10:49:57.880,7554,7001,1
57607,2015-02-12T10:49:57.880,7554,925,1
57608,2015-02-12T11:15:08.563,7555,1753,1
57609,2015-02-12T11:15:08.563,7555,427,1
57907,2015-02-15T00:35:55.727,1578,2769,1
58723,2015-02-20T15:53:48.883,7664,1525,1
58805,2015-02-21T11:09:24.773,7668,7644,1
58816,2015-02-21T11:11:07.230,7644,7668,1
58914,2015-02-21T20:44:31.743,7674,1312,1
59040,2015-02-22T17:06:22.817,7682,1691,1
59042,2015-02-22T17:21:29.310,7684,1448,1
59043,2015-02-22T17:21:29.310,7684,67,1
59061,2015-02-22T20:40:58.107,7671,7684,1
59125,2015-02-23T14:27:50.000,7687,6357,1
59146,2015-02-23T18:12:58.323,7695,6372,1
59148,2015-02-23T19:34:20.753,7687,6357,3
59149,2015-02-23T19:37:14.163,7688,1545,1
59263,2015-02-24T17:15:06.550,7622,1524,1
59265,2015-02-24T17:39:42.770,7708,16,1
59276,2015-02-24T23:02:47.863,7703,2982,1
59288,2015-02-24T23:51:58.540,7684,67,3
59352,2015-02-25T19:27:51.850,7722,6564,1
59477,2015-02-26T18:10:15.427,7727,281,1
59504,2015-02-26T19:34:58.233,7730,1545,1
59885,2015-03-02T15:43:52.510,7749,6788,1
59971,2015-03-03T17:48:45.860,7753,215,1
59986,2015-03-03T20:09:57.183,7756,2919,1
60023,2015-03-04T11:30:07.220,7756,3056,1
60106,2015-03-05T14:36:57.140,7762,7447,1
60300,2015-03-08T10:10:14.993,7777,324,1
60301,2015-03-08T10:10:14.993,7777,251,1
60302,2015-03-08T11:34:22.993,7781,7777,1
60303,2015-03-08T11:34:22.993,7781,3058,1
60314,2015-03-08T11:35:02.330,7777,7781,1
60632,2015-03-13T17:00:08.510,7816,3,1
60685,2015-03-14T02:31:31.647,7226,5593,1
60896,2015-03-19T18:54:11.023,7862,3297,1
61015,2015-03-21T10:49:17.067,7874,925,1
61040,2015-03-21T23:14:22.227,7876,677,1
61065,2015-03-23T13:29:11.283,7883,1438,1
61066,2015-03-23T13:29:11.283,7883,7085,1
61149,2015-03-25T20:27:28.820,7898,6220,1
61249,2015-03-28T08:34:11.627,7916,7788,1
61283,2015-03-28T23:02:22.797,7917,1910,1
61418,2015-03-31T02:59:21.480,7914,2884,1
61488,2015-04-01T16:26:11.023,7942,549,1
61489,2015-04-01T16:53:40.927,7944,5867,1
61534,2015-04-01T19:11:25.943,7947,7948,1
61537,2015-04-01T19:16:09.143,7948,7947,1
61558,2015-04-01T22:06:31.777,7942,549,3
61565,2015-04-02T17:02:21.253,7624,1881,1
61566,2015-04-02T21:17:17.633,7958,7624,1
61577,2015-04-02T21:44:48.390,7958,1881,1
61668,2015-04-05T01:03:08.470,7977,3269,1
61679,2015-04-05T01:35:30.923,458,7977,1
61773,2015-04-07T15:52:06.060,7376,673,1
61816,2015-04-08T01:16:32.873,7376,673,3
61893,2015-04-10T18:36:47.490,8012,470,1
61911,2015-04-10T21:00:42.870,8014,7647,1
62700,2015-04-11T07:27:37.180,8012,470,3
62773,2015-04-12T17:59:23.600,8021,4398,1
62952,2015-04-13T19:58:18.177,8036,2306,1
62957,2015-04-13T21:58:13.437,8036,2306,3
63185,2015-04-16T11:35:00.613,7994,1692,1
63257,2015-04-17T10:26:35.620,8057,2677,1
63258,2015-04-17T10:26:35.620,8057,2769,1
63259,2015-04-17T10:26:35.620,8057,3,1
63589,2015-04-20T17:10:57.087,8075,2219,1
63601,2015-04-20T17:19:54.020,8075,2229,1
63845,2015-04-21T16:09:48.527,8077,2484,1
63846,2015-04-21T16:10:57.530,8077,2544,1
64071,2015-04-23T12:52:00.630,8100,3103,1
64073,2015-04-23T13:14:06.390,8100,5840,1
64118,2015-04-23T22:36:07.887,8100,5840,3
64159,2015-04-24T15:36:32.170,8109,7629,1
64473,2015-04-26T21:46:10.133,8122,1962,1
64532,2015-04-27T10:35:49.883,8122,1320,1
64533,2015-04-27T10:40:35.170,8117,5593,1
64534,2015-04-27T10:43:21.477,8117,1394,1
64586,2015-04-27T16:22:45.220,8122,7976,1
64587,2015-04-27T16:22:45.220,8122,5487,1
64635,2015-04-28T01:04:47.773,8132,1881,1
64741,2015-04-28T19:04:50.557,8125,575,1
64753,2015-04-28T20:51:06.263,8138,1062,1
64758,2015-04-28T22:41:57.340,8138,1062,3
64857,2015-04-29T11:37:21.010,8122,4407,1
64858,2015-04-29T11:37:21.010,8122,5466,1
64995,2015-04-30T10:55:08.877,8150,8148,1
65006,2015-04-30T10:55:58.277,8148,8150,1
65184,2015-05-01T11:19:16.627,8155,1144,1
65185,2015-05-01T11:19:16.627,8155,5593,1
65236,2015-05-01T20:47:54.327,8155,7429,1
65237,2015-05-01T20:54:38.913,8149,7798,1
65506,2015-05-04T12:30:40.230,8181,6258,1
65536,2015-05-04T15:58:28.353,8163,107,1
65631,2015-05-05T18:23:11.977,8194,925,1
65668,2015-05-06T13:49:03.513,9200,5533,1
65725,2015-05-07T10:57:08.793,9207,8126,1
65726,2015-05-07T11:00:26.720,9210,6581,1
65733,2015-05-07T11:43:41.810,9210,6606,1
65761,2015-05-07T20:19:38.643,9200,5533,3
65791,2015-05-08T10:32:34.663,9221,1320,1
65932,2015-05-08T17:12:40.723,9228,285,1
65996,2015-05-09T09:44:59.913,9230,2591,1
66065,2015-05-10T22:41:21.067,9241,2103,1
66110,2015-05-11T13:42:25.420,9247,1147,1
66143,2015-05-11T23:57:25.953,9253,473,1
66144,2015-05-12T00:13:59.737,9247,1147,3
66151,2015-05-12T11:35:47.193,9253,473,3
66174,2015-05-12T17:39:45.237,9259,1699,1
66180,2015-05-12T19:24:24.563,9248,6798,1
66181,2015-05-12T19:24:24.563,9248,1633,1
66183,2015-05-12T20:22:36.517,6607,1881,1
66184,2015-05-12T20:22:36.517,6607,2529,1
66185,2015-05-12T20:22:36.517,6607,6587,1
66197,2015-05-12T21:02:50.287,6607,9265,1
66302,2015-05-14T17:21:07.963,9270,6450,1
66756,2015-05-24T23:56:49.013,9349,2715,1
66777,2015-05-25T11:43:28.683,9293,854,1
66893,2015-05-27T14:40:15.747,9368,1081,1
66967,2015-05-28T07:18:02.653,9372,94,1
67011,2015-05-28T19:06:17.520,9322,2800,1
67082,2015-05-29T14:18:36.447,9382,796,1
67106,2015-05-30T05:35:21.933,9394,120,1
67138,2015-05-30T10:30:19.020,9396,3142,1
67149,2015-05-30T10:31:26.940,3142,9396,1
67150,2015-05-30T10:46:04.253,7670,1961,1
67234,2015-06-01T10:35:22.340,9402,8006,1
67235,2015-06-01T10:39:24.293,9405,726,1
67246,2015-06-01T12:40:30.590,5734,1783,1
67247,2015-06-01T12:46:08.070,5734,5466,1
67248,2015-06-01T12:46:08.070,5734,4407,1
67337,2015-06-02T00:21:27.523,9422,1524,1
67358,2015-06-02T04:57:51.257,9423,9313,1
67387,2015-06-02T10:26:52.747,9422,1524,3
67411,2015-06-02T17:18:30.633,9429,5593,1
67423,2015-06-02T18:08:21.320,6980,1938,1
67424,2015-06-02T18:31:10.530,9429,2506,1
67590,2015-06-04T14:29:56.863,9451,514,1
67591,2015-06-04T14:29:56.863,9451,978,1
67598,2015-06-04T16:42:26.907,9447,324,1
67638,2015-06-05T12:51:42.383,9454,6564,1
67640,2015-06-05T15:10:52.333,9447,324,3
67768,2015-06-08T00:14:29.600,9466,288,3
67779,2015-06-08T01:46:01.767,9481,854,1
67780,2015-06-08T01:46:01.767,9481,1578,1
67787,2015-06-08T11:02:55.507,9481,5705,1
67788,2015-06-08T11:02:55.507,9481,5877,1
67874,2015-06-09T11:06:39.970,9488,6067,1
68861,2015-06-12T11:10:34.893,6571,2571,1
69379,2015-06-16T11:52:03.357,9565,421,1
69380,2015-06-16T11:52:03.357,9565,659,1
69394,2015-06-16T14:47:52.340,9567,4408,1
69421,2015-06-16T18:23:59.377,9571,1578,1
69465,2015-06-16T20:32:34.250,9573,516,3
69500,2015-06-17T11:23:58.820,9578,6003,1
69669,2015-06-18T13:42:40.957,9580,7092,1
69928,2015-06-19T20:23:07.560,9589,2557,1
70241,2015-06-22T10:19:57.853,9598,7986,1
70277,2015-06-22T15:09:09.550,9607,875,1
70280,2015-06-22T15:19:20.427,9600,7777,1
70291,2015-06-22T17:04:44.470,9595,726,1
70348,2015-06-23T14:48:17.313,9612,9481,1
70437,2015-06-24T04:38:17.983,9616,7555,1
70483,2015-06-24T13:54:53.530,9618,7883,1
70499,2015-06-24T14:30:16.960,9618,6412,1
70500,2015-06-24T14:52:43.057,9617,5778,1
70508,2015-06-24T16:16:22.343,9617,5840,3
70915,2015-06-28T09:37:17.860,9644,5959,1
71093,2015-06-29T17:19:44.103,9659,38,1
71169,2015-06-30T04:05:35.740,9668,6114,1
71208,2015-06-30T10:30:34.130,9648,2571,1
71287,2015-07-01T01:26:59.617,9659,38,3
71317,2015-07-01T10:41:45.090,9644,5959,3
71454,2015-07-02T22:32:30.960,9686,8158,1
72001,2015-07-10T10:03:55.923,9240,5865,1
72065,2015-07-11T09:11:38.773,9753,1788,1
72307,2015-07-18T21:22:06.103,1601,1885,1
72418,2015-07-21T16:19:29.647,9419,5443,1
72419,2015-07-21T18:10:37.627,9419,5443,3
72460,2015-07-22T13:42:55.910,9814,2919,1
72573,2015-07-23T17:47:57.930,9833,7876,1
72687,2015-07-25T23:22:02.890,9853,9854,1
72759,2015-07-27T14:17:03.827,9860,1925,1
72763,2015-07-27T19:19:13.773,9850,9762,1
72928,2015-07-30T00:40:56.570,9595,9888,1
73037,2015-08-01T11:31:31.067,9907,1524,3
73073,2015-08-02T16:40:06.147,9916,3225,1
73099,2015-08-03T00:18:47.717,9920,9918,1
73232,2015-08-06T13:43:08.153,9890,2484,1
73233,2015-08-06T13:43:08.153,9890,2544,1
73236,2015-08-06T17:11:48.697,9938,9598,1
74521,2015-08-10T20:38:02.907,9714,8046,3
74614,2015-08-11T10:37:17.787,9984,1788,1
74696,2015-08-12T10:37:12.287,9998,7340,1
74877,2015-08-14T19:16:04.957,7112,3,1
74878,2015-08-14T19:16:04.957,7112,6124,1
74882,2015-08-14T20:03:21.027,10032,10024,1
75718,2015-08-23T00:21:52.640,10105,1976,1
75719,2015-08-23T00:21:52.640,10105,1627,1
75896,2015-08-24T17:28:28.883,10099,2571,1
75961,2015-08-25T10:15:24.993,10099,2571,3
76260,2015-08-28T10:54:13.497,10162,692,1
76324,2015-08-28T19:07:18.877,10170,3118,1
76325,2015-08-28T19:07:18.877,10170,9747,1
76326,2015-08-28T19:07:18.877,10170,6433,1
76431,2015-08-30T10:15:15.880,10170,3118,3
76509,2015-08-31T10:41:25.757,10107,10162,1
76511,2015-08-31T11:05:51.440,9930,1862,1
76512,2015-08-31T11:05:51.440,9930,1441,1
76513,2015-08-31T11:05:51.440,9930,5966,1
76905,2015-09-06T20:48:47.253,10219,1578,1
76914,2015-09-07T02:43:37.457,10219,1578,3
76976,2015-09-08T02:52:39.940,10227,269,3
77272,2015-09-15T10:44:36.613,10293,840,1
77306,2015-09-15T23:27:44.140,10293,840,3
77329,2015-09-16T18:51:26.037,551,692,1
77404,2015-09-17T23:09:22.983,10307,10308,3
77546,2015-09-20T20:16:41.110,10329,1788,1
77598,2015-09-22T12:47:48.673,10340,10310,1
77859,2015-09-28T15:18:20.660,10380,4407,1
77881,2015-09-28T16:22:54.023,9210,10380,1
77946,2015-09-29T11:03:02.767,10391,6228,1
77957,2015-09-29T11:03:29.660,10385,10391,1
77958,2015-09-29T12:02:25.643,1842,5806,1
77959,2015-09-29T12:03:58.187,10387,5806,1
77998,2015-09-30T10:20:17.870,6974,2134,1
78076,2015-10-01T16:12:40.707,281,67,1
78249,2015-10-06T23:42:54.357,10449,9451,1
78268,2015-10-07T10:53:10.430,10451,7941,1
