Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastActivityDate,Title,AnswerCount,CommentCount,FavoriteCount,ContentLicense,LastEditorUserId,LastEditDate,ParentId,ClosedDate,CommunityOwnedDate
468,2,,2015-02-13T16:01:21.610,4,,266,2015-02-13T16:01:21.610,,,0,,CC BY-SA 3.0,,,462,,
469,2,,2015-02-13T19:57:50.977,5,,262,2015-02-13T19:57:50.977,,,0,,CC BY-SA 3.0,,,464,,
470,2,,2015-02-13T20:57:24.310,8,,80,2015-02-13T20:57:24.310,,,0,,CC BY-SA 3.0,,,463,,
471,1,,2015-02-14T07:14:59.317,12,7187,302,2020-02-04T11:37:09.313,What is the difference between Melange and Cappuccino?,2,0,,CC BY-SA 3.0,191,2015-02-15T05:52:15.637,,,
473,1,476,2015-02-14T11:08:58.940,6,1169,294,2016-10-10T11:21:33.770,Which vitamins & minerals does coffee provide?,2,3,,CC BY-SA 3.0,,,,,
474,1,480,2015-02-14T11:16:54.880,7,323,294,2015-02-15T02:59:40.340,What are the traits of a well made Cappuccino?,1,6,,CC BY-SA 3.0,23,2015-02-14T17:30:55.717,,,
475,2,,2015-02-14T11:40:10.090,2,,294,2015-02-14T11:40:10.090,,,2,,CC BY-SA 3.0,,,467,,
476,2,,2015-02-14T15:49:58.983,5,,262,2015-02-14T15:49:58.983,,,1,,CC BY-SA 3.0,,,473,,
477,2,,2015-02-14T20:49:01.693,5,,191,2015-02-14T20:49:01.693,,,1,,CC BY-SA 3.0,,,471,,
478,1,,2015-02-14T21:50:33.627,-1,81,294,2015-02-16T20:17:43.123,What's the process of producing coffee oil from green beans?,1,4,,CC BY-SA 3.0,,,,,
479,1,,2015-02-14T21:56:21.237,8,5609,294,2015-02-17T11:19:10.330,What's the minimum recommended age for drinking a coffee?,4,1,,CC BY-SA 3.0,,,,2015-02-17T12:06:57.547,
480,2,,2015-02-15T02:59:40.340,4,,262,2015-02-15T02:59:40.340,,,0,,CC BY-SA 3.0,,,474,,
481,1,,2015-02-15T03:39:00.023,17,4828,305,2017-04-25T11:01:24.853,What's the recommended coffee to water ratio for cold brew?,3,1,4,CC BY-SA 3.0,3970,2017-03-07T05:36:41.900,,,
482,2,,2015-02-15T08:14:47.113,8,,277,2015-11-12T14:34:55.760,,,3,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,481,,
483,1,487,2015-02-15T13:15:10.280,16,13506,191,2016-03-20T05:10:59.543,Difference between Turkish and Greek coffee?,3,3,2,CC BY-SA 3.0,267,2015-02-16T16:08:31.630,,,
484,2,,2015-02-15T13:23:44.640,11,,124,2015-02-15T13:23:44.640,,,0,,CC BY-SA 3.0,,,479,,
485,1,486,2015-02-16T03:01:49.853,14,4670,302,2017-02-07T12:45:50.990,"Why is drinking Espresso in the afternoon fine, while milk coffee is not?",2,5,,CC BY-SA 3.0,101,2015-02-16T09:34:49.470,,,
486,2,,2015-02-16T13:07:42.150,14,,24,2015-02-16T13:07:42.150,,,5,,CC BY-SA 3.0,,,485,,
487,2,,2015-02-16T15:35:57.003,8,,277,2015-02-16T15:35:57.003,,,2,,CC BY-SA 3.0,,,483,,
488,1,489,2015-02-16T16:52:53.937,18,4185,302,2015-10-26T13:09:55.333,Do I need to use a tamp if using a Moka pot stove top espresso maker?,2,0,1,CC BY-SA 3.0,262,2015-02-16T18:59:43.987,,,
489,2,,2015-02-16T17:48:42.497,15,,277,2015-02-16T17:48:42.497,,,1,,CC BY-SA 3.0,,,488,,
490,2,,2015-02-16T20:12:45.013,1,,4,2015-02-16T20:12:45.013,,,0,,CC BY-SA 3.0,,,452,,
491,2,,2015-02-16T20:17:43.123,3,,4,2015-02-16T20:17:43.123,,,0,,CC BY-SA 3.0,,,478,,
492,2,,2015-02-16T20:19:19.313,3,,76,2015-02-16T20:19:19.313,,,0,,CC BY-SA 3.0,,,479,,
493,2,,2015-02-17T00:54:39.247,2,,75,2015-02-17T00:54:39.247,,,0,,CC BY-SA 3.0,,,479,,
495,1,,2015-02-17T10:40:45.007,12,663,127,2015-02-17T14:54:46.447,Does adding salt to coffee reduce bitterness?,1,1,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
496,2,,2015-02-17T11:19:10.330,3,,294,2015-02-17T11:19:10.330,,,0,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,479,,
497,2,,2015-02-17T12:52:16.590,9,,294,2019-04-30T17:20:03.500,,,0,,CC BY-SA 4.0,-1,2020-06-18T08:36:22.093,464,,
498,1,1505,2015-02-17T13:32:50.777,26,9119,317,2019-11-29T14:26:22.227,What is the science (if any) behind bulletproof coffee?,7,2,3,CC BY-SA 3.0,277,2015-12-31T03:54:26.087,,,
1496,2,,2015-02-17T14:26:10.390,8,,262,2015-02-17T14:54:46.447,,,1,,CC BY-SA 3.0,-1,2017-04-13T12:33:37.573,495,,
1499,2,,2015-02-17T18:55:35.173,9,,262,2015-02-17T18:55:35.173,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:46:46.913,498,,
1500,2,,2015-02-17T19:35:44.027,9,,100,2016-01-28T22:53:07.130,,,7,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,349,,
1501,2,,2015-02-17T19:40:08.450,6,,76,2015-02-17T19:40:08.450,,,1,,CC BY-SA 3.0,,,498,,
1503,2,,2015-02-17T20:54:18.733,11,,100,2015-02-18T15:28:12.813,,,6,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,434,,
1504,1,1507,2015-02-17T22:34:35.250,5,9774,75,2015-04-15T13:03:32.810,Making Coffee Beans Edible,2,2,,CC BY-SA 3.0,75,2015-02-21T23:22:49.323,,,
1505,2,,2015-02-18T00:35:16.797,16,,339,2016-09-24T18:25:15.023,,,2,,CC BY-SA 3.0,2751,2016-09-24T18:25:15.023,498,,
1506,2,,2015-02-18T01:09:20.057,3,,75,2015-02-18T01:09:20.057,,,1,,CC BY-SA 3.0,,,327,,
1507,2,,2015-02-18T02:56:58.733,10,,262,2015-02-18T02:56:58.733,,,6,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1504,,
1508,1,,2015-02-18T13:50:57.553,12,683,98,2015-02-20T14:41:55.607,What variety of coffee berries are good for jam?,1,5,,CC BY-SA 3.0,98,2015-02-20T14:41:55.607,,,
1509,1,,2015-02-18T16:30:25.920,24,13452,203,2018-01-21T17:00:53.353,What is the background of brewing coffee with eggs?,7,3,3,CC BY-SA 3.0,80,2015-02-18T20:55:58.470,,,
1510,2,,2015-02-18T16:58:29.977,14,,127,2015-02-18T17:27:19.250,,,2,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,1509,,
1512,1,1513,2015-02-18T20:52:23.693,12,426,80,2015-05-04T22:30:36.667,What is the process for brewing egg coffee?,2,3,0,CC BY-SA 3.0,,,,,
1513,2,,2015-02-18T20:52:23.693,8,,80,2015-03-24T19:22:49.153,,,3,,CC BY-SA 3.0,-1,2017-04-13T12:33:37.573,1512,,
1515,2,,2015-02-18T23:56:34.333,5,,75,2015-03-24T21:59:38.947,,,0,,CC BY-SA 3.0,75,2015-03-24T21:59:38.947,1512,,
1516,2,,2015-02-19T00:03:16.583,2,,75,2016-10-10T11:21:33.770,,,0,,CC BY-SA 3.0,2751,2016-10-10T11:21:33.770,473,,
1518,1,1521,2015-02-19T00:24:17.670,8,2200,108,2015-02-19T20:48:12.600,Do I need to clean my drip brew coffee maker's filter every time?,1,6,,CC BY-SA 3.0,108,2015-02-19T01:38:37.677,,,
1519,1,1522,2015-02-19T00:55:42.420,13,910,230,2015-02-19T10:49:38.523,How should I make multiple batches quickly with a moka pot?,1,4,,CC BY-SA 3.0,,,,,
1521,2,,2015-02-19T03:39:23.663,4,,262,2015-02-19T20:48:12.600,,,3,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1518,,
1522,2,,2015-02-19T10:49:38.523,8,,127,2015-02-19T10:49:38.523,,,3,,CC BY-SA 3.0,,,1519,,
1523,1,,2015-02-19T11:15:44.037,9,3151,195,2017-03-05T23:03:06.367,Can I use an espresso blend with an aeropress?,2,3,,CC BY-SA 3.0,141,2015-02-19T15:36:38.217,,,
1524,1,,2015-02-19T13:09:59.117,24,17070,262,2016-10-14T21:06:38.943,How do brown and white paper filters compare?,1,4,0,CC BY-SA 3.0,262,2015-02-19T13:34:45.577,,,
1525,2,,2015-02-19T13:33:00.193,6,,80,2015-02-19T13:33:00.193,,,3,,CC BY-SA 3.0,,,1523,,
1526,2,,2015-02-19T17:55:30.147,5,,76,2017-03-05T23:03:06.367,,,0,,CC BY-SA 3.0,76,2017-03-05T23:03:06.367,1523,,
1527,1,,2015-02-19T19:06:26.443,10,1173,259,2015-02-20T00:56:07.503,Are there any disadvantages to shade grown coffee?,1,0,,CC BY-SA 3.0,,,,,
1528,2,,2015-02-19T19:51:42.100,4,,262,2015-02-20T04:01:18.810,,,2,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1508,,
1529,2,,2015-02-19T23:50:19.407,6,,362,2017-08-02T17:17:12.777,,,0,,CC BY-SA 3.0,362,2017-08-02T17:17:12.777,498,,
1530,2,,2015-02-20T00:56:07.503,3,,75,2015-02-20T00:56:07.503,,,8,,CC BY-SA 3.0,,,1527,,
1531,2,,2015-02-20T01:31:29.573,11,,75,2015-03-21T01:06:40.357,,,1,,CC BY-SA 3.0,75,2015-03-21T01:06:40.357,1524,,
1532,1,1539,2015-02-20T04:58:34.890,24,37695,,2015-07-12T21:45:22.030,Did people actually drink coffee off the saucer?,2,10,3,CC BY-SA 3.0,127,2015-02-20T11:55:27.873,,,
1533,1,,2015-02-20T12:25:13.317,10,426,127,2015-02-20T16:43:46.447,How hot should the water be for instant coffee?,1,0,,CC BY-SA 3.0,,,,,
1534,2,,2015-02-20T12:43:41.487,9,,75,2015-02-20T16:43:46.447,,,2,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1533,,
1535,1,1536,2015-02-20T12:44:50.910,16,2079,368,2019-03-25T14:45:20.207,Coffee in Breaking Bad,3,2,4,CC BY-SA 3.0,,,,,
1536,2,,2015-02-20T12:53:46.397,9,,127,2015-02-21T07:57:36.193,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:57:06.817,1535,,
1537,2,,2015-02-20T13:24:06.513,6,,294,2015-02-20T13:24:06.513,,,0,,CC BY-SA 3.0,,,94,,
1538,2,,2015-02-20T13:43:07.917,7,,294,2015-02-20T13:43:07.917,,,5,,CC BY-SA 3.0,,,79,,
1539,2,,2015-02-20T15:52:35.743,16,,262,2015-02-20T16:15:09.957,,,0,,CC BY-SA 3.0,262,2015-02-20T16:15:09.957,1532,,
1540,1,1541,2015-02-20T16:35:28.377,20,3839,259,2017-03-21T10:29:01.503,Why would anyone want to hand grind their coffee?,7,3,1,CC BY-SA 3.0,,,,,
1541,2,,2015-02-20T20:08:35.557,27,,76,2015-03-25T19:40:37.803,,,9,,CC BY-SA 3.0,76,2015-03-25T19:40:37.803,1540,,
1542,1,1545,2015-02-21T10:51:17.603,7,1989,277,2020-11-18T08:04:50.443,Do the size and shape of a cezve matter?,2,2,,CC BY-SA 3.0,262,2015-02-21T21:30:37.377,,,
1543,2,,2015-02-21T15:36:33.050,4,,75,2015-02-21T15:36:33.050,,,2,,CC BY-SA 3.0,,,366,,
1544,2,,2015-02-21T15:56:33.993,0,,75,2015-02-25T02:02:15.373,,,3,,CC BY-SA 3.0,75,2015-02-25T02:02:15.373,253,,
1545,2,,2015-02-21T20:56:11.277,4,,262,2015-02-21T21:50:04.480,,,2,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1542,,
1546,5,,2015-02-22T01:53:06.333,0,,75,2015-03-04T03:55:42.847,,,0,,CC BY-SA 3.0,75,2015-03-04T03:55:42.847,,,
1547,4,,2015-02-22T01:53:06.333,0,,75,2015-02-23T02:36:12.780,,,0,,CC BY-SA 3.0,262,2015-02-23T02:36:12.780,,,
1548,2,,2015-02-22T15:02:36.897,6,,75,2015-02-22T15:02:36.897,,,0,,CC BY-SA 3.0,,,1532,,
1549,2,,2015-02-23T07:49:23.463,10,,377,2015-02-23T07:49:23.463,,,0,,CC BY-SA 3.0,,,1540,,
1550,2,,2015-02-23T11:13:01.393,7,,379,2015-02-23T11:13:01.393,,,1,,CC BY-SA 3.0,,,253,,
1551,1,,2015-02-23T14:17:29.033,24,14916,262,2018-03-23T11:58:26.337,Should I rinse paper coffee filters before use?,3,2,3,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
1552,1,1553,2015-02-23T14:47:42.470,7,21502,127,2018-02-03T18:58:55.617,What is the correct way to eat biscotti with coffee?,5,0,,CC BY-SA 3.0,,,,,
1553,2,,2015-02-23T15:28:54.417,5,,262,2015-02-23T15:37:24.147,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:33:37.573,1552,,
1554,2,,2015-02-23T16:31:04.100,3,,23,2015-02-23T16:31:04.100,,,0,,CC BY-SA 3.0,,,1552,,
1555,2,,2015-02-23T18:06:11.733,3,,31,2015-02-23T18:06:11.733,,,0,,CC BY-SA 3.0,,,1535,,
1556,2,,2015-02-23T18:23:52.160,3,,141,2015-02-23T18:23:52.160,,,0,,CC BY-SA 3.0,,,1552,,
1557,1,1561,2015-02-23T20:46:22.593,16,2187,387,2016-09-08T00:10:03.193,What coarseness of grind works best for cold brew?,2,4,3,CC BY-SA 3.0,262,2015-02-24T02:14:45.253,,,
1558,2,,2015-02-24T00:36:52.153,4,,75,2015-02-24T00:36:52.153,,,2,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,1551,,
1559,5,,2015-02-24T00:48:58.713,0,,75,2015-02-24T02:58:39.940,,,0,,CC BY-SA 3.0,262,2015-02-24T02:58:39.940,,,
1560,4,,2015-02-24T00:48:58.713,0,,-1,2015-02-25T02:09:04.670,,,0,,CC BY-SA 3.0,262,2015-02-25T02:09:04.670,,,
1561,2,,2015-02-24T02:15:51.210,7,,262,2015-02-24T02:42:33.867,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1557,,
1562,1,,2015-02-24T02:40:29.807,22,48958,262,2015-03-27T03:47:53.337,What roast level is recommended for cold brew?,1,0,8,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
1563,2,,2015-02-24T10:17:11.700,2,,191,2015-02-24T10:17:11.700,,,0,,CC BY-SA 3.0,,,153,,
1564,1,1565,2015-02-24T20:05:17.107,10,1211,262,2015-03-02T15:49:57.693,What do the terms extraction and strength mean?,1,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
1565,2,,2015-02-24T20:05:17.107,10,,262,2015-03-02T15:49:57.693,,,4,,CC BY-SA 3.0,78,2015-03-02T15:49:57.693,1564,,
1566,1,,2015-02-24T22:02:10.300,14,788,394,2015-02-25T08:11:58.133,How much does keeping beans vacuum sealed matter?,1,0,0,CC BY-SA 3.0,76,2015-02-24T23:31:18.830,,,
1567,5,,2015-02-24T23:38:37.117,0,,75,2015-02-25T02:06:27.703,,,0,,CC BY-SA 3.0,262,2015-02-25T02:06:27.703,,,
1568,4,,2015-02-24T23:38:37.117,0,,75,2015-02-25T02:03:13.660,,,0,,CC BY-SA 3.0,262,2015-02-25T02:03:13.660,,,
1569,2,,2015-02-25T00:03:39.937,9,,76,2015-02-25T08:11:58.133,,,2,,CC BY-SA 3.0,76,2015-02-25T08:11:58.133,1566,,
1570,1,1840,2015-02-25T01:59:29.643,6,2084,75,2015-05-13T12:33:23.350,Certain Types of Coffee Machines Use Certain Filters?,1,5,,CC BY-SA 3.0,25,2015-05-13T11:37:19.947,,,
1571,1,1578,2015-02-25T02:14:09.450,12,5226,75,2021-01-16T10:31:27.537,What's The Difference Between Paper and Long-Lasting Filters,4,3,2,CC BY-SA 3.0,262,2015-02-27T22:07:00.893,,,
1572,1,1574,2015-02-25T10:45:04.423,20,30056,127,2019-05-12T22:20:40.707,Is Nespresso 'real' espresso?,1,0,1,CC BY-SA 3.0,,,,,
1574,2,,2015-02-25T15:24:04.420,40,,262,2015-03-02T11:41:20.087,,,5,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,1572,,
1575,1,1576,2015-02-26T08:56:18.237,10,1087,300,2020-11-09T04:13:43.953,"The one-way valve, to squeeze or not to squeeze?",1,1,,CC BY-SA 3.0,300,2020-11-09T04:13:43.953,,,
1576,2,,2015-02-26T09:50:31.967,7,,127,2015-02-26T09:50:31.967,,,4,,CC BY-SA 3.0,,,1575,,
1577,2,,2015-02-27T16:14:20.547,5,,387,2015-02-27T16:14:20.547,,,0,,CC BY-SA 3.0,,,498,,
1578,2,,2015-02-27T22:03:44.680,17,,262,2015-02-27T22:03:44.680,,,9,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1571,,
1579,1,1584,2015-03-01T07:42:33.643,4,1596,423,2015-03-01T19:57:40.647,"Why does some coffee ""hit me"" harder than other coffee?",1,2,1,CC BY-SA 3.0,262,2015-03-01T19:57:40.647,,2015-03-02T12:35:38.780,
1580,5,,2015-03-01T16:44:55.127,0,,-1,2015-03-01T16:44:55.127,,,0,,CC BY-SA 3.0,-1,2015-03-01T16:44:55.127,,,
1581,4,,2015-03-01T16:44:55.127,0,,75,2015-03-02T02:13:09.783,,,0,,CC BY-SA 3.0,262,2015-03-02T02:13:09.783,,,
1582,1,,2015-03-01T18:46:02.093,14,1593,2,2015-09-17T07:24:57.417,How to preserve crema when pouring a shot into a drink?,2,1,,CC BY-SA 3.0,19,2015-09-14T09:13:09.957,,,
1583,1,1586,2015-03-01T19:12:04.953,8,323,2,2015-03-02T12:04:08.293,What is essential for a proper tamp?,1,1,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
1584,2,,2015-03-01T19:55:27.403,5,,262,2015-03-01T19:55:27.403,,,1,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1579,,
1585,2,,2015-03-01T20:01:25.893,9,,75,2015-03-02T02:05:30.923,,,1,,CC BY-SA 3.0,-1,2017-04-13T12:33:37.573,1582,,
1586,2,,2015-03-02T03:04:09.993,5,,262,2015-03-02T12:04:08.293,,,0,,CC BY-SA 3.0,262,2015-03-02T12:04:08.293,1583,,
1587,1,1589,2015-03-02T17:12:59.093,13,304,266,2015-03-03T13:40:28.467,US equivalent of SCAE?,1,0,,CC BY-SA 3.0,262,2015-03-02T18:14:04.050,,,
1588,1,1596,2015-03-02T17:28:52.347,9,348,76,2018-04-07T23:59:15.067,Home roaster cleaning and/or seasoning,1,0,1,CC BY-SA 3.0,5272,2018-04-07T23:59:15.067,,,
1589,2,,2015-03-02T17:30:12.947,11,,34,2015-03-03T13:40:28.467,,,0,,CC BY-SA 3.0,34,2015-03-03T13:40:28.467,1587,,
1590,1,,2015-03-02T21:24:49.113,14,1941,262,2018-03-27T22:52:05.527,What is the impact of espresso tamper base shape?,2,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
1591,5,,2015-03-03T13:32:54.503,0,,34,2015-03-03T13:46:55.077,,,0,,CC BY-SA 3.0,34,2015-03-03T13:46:55.077,,,
1592,4,,2015-03-03T13:32:54.503,0,,34,2015-03-03T13:46:38.697,,,0,,CC BY-SA 3.0,34,2015-03-03T13:46:38.697,,,
1593,1,,2015-03-03T14:48:39.090,7,1496,157,2015-03-04T13:39:28.473,Why does the gas from degassing ground coffee smell bad?,1,3,,CC BY-SA 3.0,157,2015-03-04T01:55:56.993,,,
1594,1,1597,2015-03-03T14:54:17.030,10,534,157,2015-03-03T17:01:27.353,Why does coffee heal headaches in some people but causes it in others?,1,0,1,CC BY-SA 3.0,23,2015-03-03T17:01:27.353,,,
1595,1,1599,2015-03-03T15:01:09.163,8,206,157,2015-03-03T21:28:23.367,Are coffee 'vaults' like Friis really effective?,1,0,,CC BY-SA 3.0,127,2015-03-03T21:22:17.463,,,
1596,2,,2015-03-03T15:33:43.607,6,,137,2015-03-04T22:18:40.017,,,3,,CC BY-SA 3.0,137,2015-03-04T22:18:40.017,1588,,
1597,2,,2015-03-03T16:38:32.137,8,,76,2015-03-03T16:38:32.137,,,1,,CC BY-SA 3.0,,,1594,,
1598,1,1823,2015-03-03T16:44:29.423,19,48304,266,2019-01-29T08:37:47.940,End result of Americano vs Long Black?,1,2,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
1599,2,,2015-03-03T21:28:23.367,7,,127,2015-03-03T21:28:23.367,,,0,,CC BY-SA 3.0,,,1595,,
1600,2,,2015-03-03T22:48:20.927,3,,262,2015-03-04T13:39:28.473,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1593,,
1601,5,,2015-03-04T02:01:00.140,0,,157,2015-03-04T03:55:52.517,,,0,,CC BY-SA 3.0,157,2015-03-04T03:55:52.517,,,
1602,4,,2015-03-04T02:01:00.140,0,,157,2015-03-04T03:55:24.537,,,0,,CC BY-SA 3.0,137,2015-03-04T03:55:24.537,,,
1603,1,1604,2015-03-04T02:25:58.357,12,10709,179,2018-02-09T04:09:15.180,Can decaf coffee be addictive?,4,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,,,
1604,2,,2015-03-04T04:02:32.500,10,,157,2015-03-05T13:06:24.893,,,3,,CC BY-SA 3.0,157,2015-03-05T13:06:24.893,1603,,
1605,5,,2015-03-04T13:40:20.573,0,,157,2015-03-04T14:21:28.747,,,0,,CC BY-SA 3.0,157,2015-03-04T14:21:28.747,,,
1606,4,,2015-03-04T13:40:20.573,0,,157,2015-03-04T14:20:56.890,,,0,,CC BY-SA 3.0,157,2015-03-04T14:20:56.890,,,
1607,2,,2015-03-04T13:42:19.337,9,,262,2015-03-04T13:42:19.337,,,1,,CC BY-SA 3.0,,,1603,,
1608,1,1609,2015-03-04T14:04:01.187,9,320,203,2015-04-09T12:39:19.677,What influence do the dry residuals of previous coffee in the cup have on the drinking experience?,1,1,,CC BY-SA 3.0,203,2015-04-09T12:39:19.677,,,
1609,2,,2015-03-04T15:43:48.310,9,,137,2015-03-04T22:02:35.267,,,2,,CC BY-SA 3.0,137,2015-03-04T22:02:35.267,1608,,
1611,5,,2015-03-04T18:06:56.923,0,,157,2015-03-04T18:10:47.113,,,0,,CC BY-SA 3.0,157,2015-03-04T18:10:47.113,,,
1612,4,,2015-03-04T18:06:56.923,0,,157,2015-03-04T18:10:36.510,,,0,,CC BY-SA 3.0,262,2015-03-04T18:10:36.510,,,
1613,5,,2015-03-04T18:15:17.977,0,,157,2015-03-04T18:36:06.447,,,0,,CC BY-SA 3.0,157,2015-03-04T18:36:06.447,,,
1614,4,,2015-03-04T18:15:17.977,0,,157,2015-03-04T18:36:22.447,,,0,,CC BY-SA 3.0,157,2015-03-04T18:36:22.447,,,
1615,1,,2015-03-04T22:26:52.973,18,1390,34,2020-03-03T14:08:21.130,Research funding for health benefits by coffee trade associations,0,10,3,CC BY-SA 3.0,1848,2017-09-16T21:47:57.880,,,
1616,2,,2015-03-04T22:27:15.737,4,,443,2015-03-04T22:27:15.737,,,3,,CC BY-SA 3.0,,,1509,,
1617,2,,2015-03-04T22:45:07.337,15,,443,2017-03-24T02:55:29.100,,,5,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,1,,
1618,2,,2015-03-05T05:21:11.797,10,,446,2018-09-20T08:41:22.767,,,0,,CC BY-SA 4.0,6967,2018-09-20T08:41:22.767,1,,
1619,1,,2015-03-05T09:29:19.353,9,873,394,2015-03-05T16:54:21.180,How does sugar influence the taste?,1,3,1,CC BY-SA 3.0,127,2015-03-05T13:55:12.437,,,
1620,1,,2015-03-05T14:01:08.690,7,766,127,2015-03-05T15:11:07.993,Does caffeinating my hair follicles help prevent hair loss?,1,3,1,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,,2015-03-05T18:00:46.830,
1621,2,,2015-03-05T14:48:53.573,7,,262,2015-03-05T15:11:07.993,,,0,,CC BY-SA 3.0,262,2015-03-05T15:11:07.993,1620,,
1622,2,,2015-03-05T16:12:59.773,7,,262,2015-03-05T16:54:21.180,,,3,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,1619,,
1623,1,,2015-03-06T22:21:44.823,15,1344,443,2015-03-10T17:40:43.570,What variables in brewing have the biggest effect on taste?,2,3,,CC BY-SA 3.0,123,2015-03-10T17:40:43.570,,,
1624,2,,2015-03-07T00:21:07.180,10,,271,2015-03-07T00:21:07.180,,,2,,CC BY-SA 3.0,,,1623,,
1625,5,,2015-03-07T23:42:01.363,0,,-1,2015-03-07T23:42:01.363,,,0,,CC BY-SA 3.0,-1,2015-03-07T23:42:01.363,,,
1626,4,,2015-03-07T23:42:01.363,0,,1931,2016-02-07T20:36:45.047,,,0,,CC BY-SA 3.0,262,2016-02-07T20:36:45.047,,,
1627,2,,2015-03-09T03:47:23.257,2,,98,2015-03-09T03:47:23.257,,,1,,CC BY-SA 3.0,,,1623,,
1628,1,,2015-03-09T11:55:28.463,10,15202,262,2021-02-23T16:08:46.993,How should I clean a stainless coffee carafe?,9,1,,CC BY-SA 3.0,-1,2017-04-13T12:33:37.573,,,
1629,2,,2015-03-09T12:51:31.680,1,,469,2015-03-09T12:51:31.680,,,0,,CC BY-SA 3.0,,,257,,
1630,2,,2015-03-10T01:07:14.510,4,,472,2015-03-10T01:07:14.510,,,0,,CC BY-SA 3.0,,,257,,
1631,2,,2015-03-10T11:45:09.167,4,,121,2015-03-10T11:45:09.167,,,1,,CC BY-SA 3.0,,,1628,,
1632,2,,2015-03-10T13:51:51.030,2,,34,2016-01-22T11:03:50.330,,,0,,CC BY-SA 3.0,34,2016-01-22T11:03:50.330,1628,,
1633,1,1634,2015-03-11T12:40:15.313,17,13209,131,2020-02-20T19:06:09.493,Freezing brewed coffee,5,1,1,CC BY-SA 3.0,262,2015-03-27T12:26:54.467,,,
1634,2,,2015-03-11T13:19:16.757,11,,140,2015-03-11T13:19:16.757,,,6,,CC BY-SA 3.0,,,1633,,
1635,5,,2015-03-11T13:23:02.400,0,,34,2015-03-11T14:01:41.410,,,0,,CC BY-SA 3.0,34,2015-03-11T14:01:41.410,,,
1636,4,,2015-03-11T13:23:02.400,0,,34,2015-03-17T14:36:35.460,,,0,,CC BY-SA 3.0,34,2015-03-17T14:36:35.460,,,
1637,2,,2015-03-11T19:24:27.183,2,,479,2015-03-11T19:24:27.183,,,0,,CC BY-SA 3.0,,,14,,
1640,2,,2015-03-15T08:21:53.777,5,,469,2015-03-15T08:21:53.777,,,0,,CC BY-SA 3.0,,,58,,
1641,1,,2015-03-15T10:56:15.697,10,3316,502,2015-03-17T13:35:11.517,Can you practice latte art with UHT milk?,2,1,0,CC BY-SA 3.0,8,2015-03-17T03:08:57.290,,,
1642,2,,2015-03-16T14:29:11.490,4,,137,2015-03-16T14:29:11.490,,,0,,CC BY-SA 3.0,,,1641,,
1643,1,,2015-03-17T13:14:28.497,10,18939,259,2017-07-26T14:07:11.403,How long should I leave my coffee for in a cafetiere (French press)?,3,2,3,CC BY-SA 3.0,259,2015-03-17T16:17:45.277,,2016-02-05T15:05:02.997,
1644,2,,2015-03-17T13:35:11.517,6,,16,2015-03-17T13:35:11.517,,,0,,CC BY-SA 3.0,,,1641,,
1645,2,,2015-03-17T15:03:18.533,4,,8,2015-03-18T09:59:18.657,,,0,,CC BY-SA 3.0,8,2015-03-18T09:59:18.657,1643,,
1646,2,,2015-03-17T15:13:43.307,6,,137,2017-07-26T14:07:11.403,,,2,,CC BY-SA 3.0,4566,2017-07-26T14:07:11.403,1643,,
1647,1,1648,2015-03-17T16:27:45.407,8,365,127,2016-01-30T19:53:41.083,Do I need higher pressure to create a ristretto?,1,0,2,CC BY-SA 3.0,819,2016-01-30T19:53:41.083,,,
