Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditDate,LastActivityDate,Title,AnswerCount,CommentCount,FavoriteCount,ContentLicense,LastEditorUserId,ClosedDate,ParentId,CommunityOwnedDate
9983,2,,2015-08-10T19:43:11.787,3,,5568,,2015-08-10T19:43:11.787,,,0,,CC BY-SA 3.0,,,7310,
9984,1,,2015-08-10T21:54:35.187,4,13277,5569,2016-06-14T16:24:17.513,2019-09-02T04:07:49.620,My cat's food is filled with ants: should I throw it away or is there a method to remove them?,3,2,,CC BY-SA 3.0,101,,,
9985,2,,2015-08-10T22:01:41.777,3,,5569,2020-05-18T14:46:06.717,2020-05-18T14:46:06.717,,,0,,CC BY-SA 4.0,17671,,2469,
9986,2,,2015-08-10T23:05:11.513,12,,495,,2015-08-10T23:05:11.513,,,2,,CC BY-SA 3.0,,,9984,
9987,2,,2015-08-11T02:17:26.567,6,,1156,,2015-08-11T02:17:26.567,,,0,,CC BY-SA 3.0,,,2469,
9988,1,,2015-08-11T03:42:08.243,4,201,605,,2015-08-11T08:36:05.810,Why do some dogs try to hump all the dogs at the dog park?,1,0,1,CC BY-SA 3.0,,,,
9989,1,,2015-08-11T03:56:21.507,6,119479,605,2017-08-10T20:05:25.830,2020-05-15T15:17:22.463,Is it normal for a dog's coat to change color?,8,9,,CC BY-SA 3.0,224,,,
9990,1,,2015-08-11T04:21:53.127,4,957,605,2015-08-11T17:08:01.223,2015-08-13T11:33:39.430,Did my recently-adopted adult dog suddenly decide it's his duty to guard the house?,2,2,,CC BY-SA 3.0,605,,,
9991,2,,2015-08-11T05:24:47.570,7,,3350,,2015-08-11T05:24:47.570,,,4,,CC BY-SA 3.0,,,9988,
9992,1,,2015-08-11T05:50:25.507,5,131,5356,,2015-08-11T15:11:21.613,How well do dogs remember their early lives?,1,1,,CC BY-SA 3.0,,,,
9994,2,,2015-08-11T15:11:21.613,4,,495,,2015-08-11T15:11:21.613,,,0,,CC BY-SA 3.0,,,9992,
9995,2,,2015-08-11T16:57:16.923,7,,982,,2015-08-11T16:57:16.923,,,0,,CC BY-SA 3.0,,,9990,
9996,2,,2015-08-11T18:38:52.247,5,,605,2015-08-11T18:44:32.620,2015-08-11T18:44:32.620,,,0,,CC BY-SA 3.0,605,,9959,
9998,1,,2015-08-12T00:19:40.287,14,36213,444,2015-08-12T01:49:56.410,2018-01-20T15:07:55.330,Why do cats act like their food bowl is empty when there is still food left?,5,7,2,CC BY-SA 3.0,224,,,
9999,2,,2015-08-12T00:49:12.083,1,,444,,2015-08-12T00:49:12.083,,,2,,CC BY-SA 3.0,,,6179,
10000,2,,2015-08-12T01:23:22.560,4,,,,2015-08-12T01:23:22.560,,,0,,CC BY-SA 3.0,,,9978,
10002,2,,2015-08-12T01:48:27.173,7,,224,,2015-08-12T01:48:27.173,,,6,,CC BY-SA 3.0,,,9998,
10003,1,,2015-08-12T06:23:20.040,9,39027,5576,2015-08-12T12:24:24.603,2020-02-20T00:14:19.327,How can I help my 6 week old puppy sleep through the night?,8,2,1,CC BY-SA 3.0,5576,,,
10004,2,,2015-08-12T07:35:10.463,0,,2793,,2015-08-12T07:35:10.463,,,0,,CC BY-SA 3.0,,,9916,
10005,2,,2015-08-12T07:59:46.637,0,,2793,,2015-08-12T07:59:46.637,,,0,,CC BY-SA 3.0,,,9797,
10006,2,,2015-08-12T10:37:12.287,7,,224,2017-04-13T12:59:16.237,2015-08-12T10:37:12.287,,,5,,CC BY-SA 3.0,-1,,9998,
10007,2,,2015-08-12T13:16:20.887,11,,5552,2015-08-14T00:36:55.387,2015-08-14T00:36:55.387,,,0,,CC BY-SA 3.0,5552,,10003,
10008,2,,2015-08-12T14:25:10.177,9,,5244,2015-08-14T04:37:10.893,2015-08-14T04:37:10.893,,,3,,CC BY-SA 3.0,5244,,10003,
10009,1,,2015-08-12T15:56:02.300,3,773,5577,2015-08-12T16:31:19.313,2017-01-11T04:57:23.020,Cage for Parakeets,3,4,,CC BY-SA 3.0,1381,,,
10010,2,,2015-08-12T16:19:49.887,2,,1436,2018-11-24T05:04:43.307,2018-11-24T05:04:43.307,,,1,,CC BY-SA 4.0,9934,,9989,
10011,2,,2015-08-12T16:40:13.257,6,,1124,,2015-08-12T16:40:13.257,,,2,,CC BY-SA 3.0,,,9890,
10013,2,,2015-08-12T18:10:22.723,7,,1124,,2015-08-12T18:10:22.723,,,0,,CC BY-SA 3.0,,,9998,
10014,2,,2015-08-13T01:14:22.700,0,,5579,,2015-08-13T01:14:22.700,,,0,,CC BY-SA 3.0,,,7825,
10015,2,,2015-08-13T01:39:49.143,4,,5580,2015-08-13T11:43:42.307,2015-08-13T11:43:42.307,,,1,,CC BY-SA 3.0,159,,10003,
10017,2,,2015-08-13T07:24:16.083,1,,5244,,2015-08-13T07:24:16.083,,,0,,CC BY-SA 3.0,,,7825,
10018,1,,2015-08-13T09:26:33.577,2,157,5582,,2015-08-13T12:14:27.773,Why dog dips bottom in water,1,0,,CC BY-SA 3.0,,,,
10019,2,,2015-08-13T10:11:11.090,3,,5244,2015-08-13T12:14:27.773,2015-08-13T12:14:27.773,,,2,,CC BY-SA 3.0,5244,,10018,
10020,2,,2015-08-13T11:16:54.197,4,,5244,2015-08-13T11:33:39.430,2015-08-13T11:33:39.430,,,0,,CC BY-SA 3.0,5244,,9990,
10021,2,,2015-08-14T09:01:58.233,0,,5586,,2015-08-14T09:01:58.233,,,0,,CC BY-SA 3.0,,,2469,
10022,1,10026,2015-08-14T09:12:27.187,14,12090,5587,,2020-01-20T07:02:05.327,Cat oscillating claws at me whilst being stroked,4,1,2,CC BY-SA 3.0,,,,
10024,1,10025,2015-08-14T11:21:10.700,7,2157,5589,2015-08-14T11:27:40.647,2015-08-14T12:13:37.293,"Cat is not eating, Fluid build up in abdomen, Ultrasound reveals mass in small intestine",1,0,,CC BY-SA 3.0,5589,,,
10025,2,,2015-08-14T12:13:37.293,12,,224,,2015-08-14T12:13:37.293,,,1,,CC BY-SA 3.0,,,10024,
10026,2,,2015-08-14T12:18:45.440,17,,224,,2015-08-14T12:18:45.440,,,3,,CC BY-SA 3.0,,,10022,
10027,2,,2015-08-14T14:42:44.873,6,,3035,,2015-08-14T14:42:44.873,,,1,,CC BY-SA 3.0,,,10022,
10028,2,,2015-08-14T14:58:52.340,1,,5594,,2015-08-14T14:58:52.340,,,3,,CC BY-SA 3.0,,,7112,
10029,2,,2015-08-14T15:41:22.280,14,,5596,2020-01-20T07:02:05.327,2020-01-20T07:02:05.327,,,2,,CC BY-SA 4.0,12072,,10022,
10030,2,,2015-08-14T17:42:24.090,4,,2705,,2015-08-14T17:42:24.090,,,0,,CC BY-SA 3.0,,,9989,
10031,2,,2015-08-14T18:44:56.657,4,,5600,2015-08-17T18:19:03.333,2015-08-17T18:19:03.333,,,1,,CC BY-SA 3.0,129,,6899,
10032,1,,2015-08-14T20:03:21.027,2,107,5589,2017-04-13T12:59:16.237,2015-08-14T20:03:21.027,"Surgeon says white plaques found everywhere in abdomen, what is it?",0,2,,CC BY-SA 3.0,-1,,,
10033,2,,2015-08-14T20:43:35.563,8,,5603,,2015-08-14T20:43:35.563,,,1,,CC BY-SA 3.0,,,10022,
10035,2,,2015-08-14T21:40:58.457,2,,5596,2020-01-12T17:26:48.230,2020-01-12T17:26:48.230,,,0,,CC BY-SA 4.0,12072,,7973,
10038,2,,2015-08-14T22:23:21.377,1,,5596,2020-05-18T14:43:39.040,2020-05-18T14:43:39.040,,,0,,CC BY-SA 4.0,17671,,2469,
10039,2,,2015-08-14T22:33:18.760,3,,5596,2015-08-16T14:25:26.060,2015-08-16T14:25:26.060,,,0,,CC BY-SA 3.0,5596,,10003,
10041,2,,2015-08-14T22:45:45.163,0,,5596,,2015-08-14T22:45:45.163,,,0,,CC BY-SA 3.0,,,1616,
10042,1,10043,2015-08-14T22:50:49.077,4,170,5589,2020-08-05T14:13:33.427,2020-08-05T14:13:33.427,How is FIP fatal? Why can't we just address the symptoms?,1,0,,CC BY-SA 4.0,17671,,,
10043,2,,2015-08-15T03:37:50.327,5,,1156,2020-06-17T09:57:47.670,2015-08-15T03:37:50.327,,,0,,CC BY-SA 3.0,-1,,10042,
10044,1,10049,2015-08-15T04:21:51.720,3,117,5609,,2015-08-23T09:08:42.553,Should pump from sump run continuously,1,0,,CC BY-SA 3.0,,,,
10045,2,,2015-08-15T12:44:39.733,2,,5356,2015-08-15T13:08:11.810,2015-08-15T13:08:11.810,,,0,,CC BY-SA 3.0,5356,,2277,
10047,1,,2015-08-16T14:02:14.043,3,70208,3978,,2017-07-27T18:25:53.990,Any internal medicine to get rid of maggots in dogs?,3,1,,CC BY-SA 3.0,,,,
10048,2,,2015-08-16T14:36:20.143,2,,5596,2017-01-10T09:45:55.937,2017-01-10T09:45:55.937,,,8,,CC BY-SA 3.0,5596,,10047,
10049,2,,2015-08-16T14:53:32.103,3,,30,,2015-08-16T14:53:32.103,,,2,,CC BY-SA 3.0,,,10044,
10050,1,10150,2015-08-16T19:39:33.997,4,832,5609,,2017-10-31T17:40:47.477,Should aquarium overflow maintain a certain level of water,3,2,,CC BY-SA 3.0,,,,
10052,2,,2015-08-17T09:54:16.297,4,,5590,,2015-08-17T09:54:16.297,,,1,,CC BY-SA 3.0,,,10003,
10053,2,,2015-08-17T12:10:18.097,5,,13,,2015-08-17T12:10:18.097,,,2,,CC BY-SA 3.0,,,10047,
10054,1,10093,2015-08-17T18:50:52.430,4,100,5614,2015-08-18T15:02:02.040,2016-07-30T06:25:52.743,"Selecting & Installing ""Invisible Fence"" Systems",2,4,1,CC BY-SA 3.0,5614,,,
10055,1,,2015-08-17T22:00:29.640,3,200,5616,2015-08-18T15:58:46.140,2015-08-18T18:02:23.463,Horrible Dog that I Love,2,4,,CC BY-SA 3.0,5616,,,
10057,1,,2015-08-18T02:06:50.803,4,29139,5620,2015-08-18T10:22:47.243,2017-05-25T17:52:16.917,How do I stop my cat from destroying everything?,3,2,,CC BY-SA 3.0,101,,,
10060,2,,2015-08-18T10:51:13.740,3,,3597,2015-08-18T18:02:23.463,2015-08-18T18:02:23.463,,,2,,CC BY-SA 3.0,3597,,10055,
10061,1,11074,2015-08-18T12:10:17.890,13,122180,3752,2016-04-27T14:33:06.370,2020-04-29T14:06:05.550,Why does my cat bite my face while being affectionate?,8,6,1,CC BY-SA 3.0,6176,,,
10062,2,,2015-08-18T14:29:33.183,12,,1436,,2015-08-18T14:29:33.183,,,4,,CC BY-SA 3.0,,,10061,
10063,1,10077,2015-08-18T14:34:58.450,2,499,5609,,2015-08-19T06:18:19.937,Feeding fish in tank with overflow,2,0,,CC BY-SA 3.0,,,,
10064,2,,2015-08-18T14:49:31.963,1,,1436,,2015-08-18T14:49:31.963,,,0,,CC BY-SA 3.0,,,10057,
10065,1,,2015-08-18T15:00:00.277,3,241,3752,,2015-08-19T01:15:31.690,"Isn't retaliation, if done right, an effective way of communicating with many mammal pets?",3,0,,CC BY-SA 3.0,,,,
10066,2,,2015-08-18T16:06:13.177,5,,1436,2015-08-18T16:13:01.587,2015-08-18T16:13:01.587,,,5,,CC BY-SA 3.0,1436,,10065,
10067,2,,2015-08-18T16:41:44.350,4,,5579,,2015-08-18T16:41:44.350,,,1,,CC BY-SA 3.0,,,10055,
10068,2,,2015-08-18T16:54:22.487,1,,495,,2015-08-18T16:54:22.487,,,0,,CC BY-SA 3.0,,,10065,
10069,2,,2015-08-18T17:05:47.087,3,,495,,2015-08-18T17:05:47.087,,,1,,CC BY-SA 3.0,,,10057,
10070,1,,2015-08-18T17:24:34.357,3,131,5451,,2015-08-19T23:03:23.503,Is it possible to train a dog to use a litterbox?,3,3,,CC BY-SA 3.0,,,,
10071,2,,2015-08-18T19:22:17.490,1,,1156,,2015-08-18T19:22:17.490,,,4,,CC BY-SA 3.0,,,10070,
10072,2,,2015-08-18T20:14:09.153,1,,444,,2015-08-18T20:14:09.153,,,0,,CC BY-SA 3.0,,,10063,
10073,2,,2015-08-18T20:22:56.380,1,,444,,2015-08-18T20:22:56.380,,,1,,CC BY-SA 3.0,,,9296,
10074,2,,2015-08-19T01:13:35.977,2,,2836,,2015-08-19T01:13:35.977,,,0,,CC BY-SA 3.0,,,10009,
10075,2,,2015-08-19T01:15:31.690,4,,3483,,2015-08-19T01:15:31.690,,,0,,CC BY-SA 3.0,,,10065,
10076,1,,2015-08-19T04:20:19.273,6,22922,5628,2017-09-12T08:13:50.957,2019-04-17T01:19:03.183,Maine Coon attacks my face when I'm sleeping,6,3,,CC BY-SA 3.0,,,,
10077,2,,2015-08-19T06:18:19.937,3,,3527,,2015-08-19T06:18:19.937,,,1,,CC BY-SA 3.0,,,10063,
10078,1,,2015-08-19T08:17:33.217,-5,3840,5629,,2015-08-19T16:02:13.657,"Tiger riding, possible or not",2,2,,CC BY-SA 3.0,,2015-08-29T17:25:39.927,,
10079,2,,2015-08-19T08:26:19.793,0,,5629,2015-09-12T06:15:47.273,2015-09-12T06:15:47.273,,,0,,CC BY-SA 3.0,5629,,10076,
10080,2,,2015-08-19T09:15:42.460,3,,3597,,2015-08-19T09:15:42.460,,,3,,CC BY-SA 3.0,,,10078,
10081,2,,2015-08-19T10:44:32.317,0,,13,,2015-08-19T10:44:32.317,,,0,,CC BY-SA 3.0,,,10076,
10082,2,,2015-08-19T10:55:14.540,0,,13,,2015-08-19T10:55:14.540,,,0,,CC BY-SA 3.0,,,10070,
10083,1,10149,2015-08-19T13:27:31.360,2,616,5564,,2015-08-27T01:27:09.600,Leopard geckos and quarantine,1,0,,CC BY-SA 3.0,,,,
10084,2,,2015-08-19T15:35:34.090,6,,1436,,2015-08-19T15:35:34.090,,,0,,CC BY-SA 3.0,,,10076,
10085,2,,2015-08-19T15:51:31.620,5,,1436,2015-08-19T16:02:13.657,2015-08-19T16:02:13.657,,,8,,CC BY-SA 3.0,1436,,10078,
10086,2,,2015-08-19T16:08:36.703,3,,1436,,2015-08-19T16:08:36.703,,,0,,CC BY-SA 3.0,,,9299,
10088,2,,2015-08-19T22:27:24.423,3,,5632,2015-08-19T23:03:23.503,2015-08-19T23:03:23.503,,,0,,CC BY-SA 3.0,5632,,10070,
10089,2,,2015-08-19T22:41:54.237,2,,5632,,2015-08-19T22:41:54.237,,,2,,CC BY-SA 3.0,,,9781,
10093,2,,2015-08-21T18:20:12.940,3,,2705,,2015-08-21T18:20:12.940,,,0,,CC BY-SA 3.0,,,10054,
10094,1,,2015-08-21T18:33:13.650,6,120,5636,,2015-08-26T17:24:16.337,Need help with behaviour of new cat,2,3,,CC BY-SA 3.0,,,,
10095,1,10128,2015-08-21T19:16:36.990,7,9098,2554,2015-09-04T13:59:11.137,2020-12-27T15:49:52.700,How can I stop my cats from urinating in the pet carrier?,4,0,,CC BY-SA 3.0,2554,,,
10097,2,,2015-08-21T20:17:44.763,1,,5185,,2015-08-21T20:17:44.763,,,0,,CC BY-SA 3.0,,,10095,
10098,1,,2015-08-21T22:28:17.033,4,21428,5638,2016-10-29T19:48:47.977,2018-01-27T14:10:05.700,"Pet rats companion died and was canibalized, is now alone",1,0,,CC BY-SA 3.0,7988,,,
10099,1,,2015-08-22T06:10:44.507,1,47,5639,,2015-08-22T06:10:44.507,Old&New urine smell &Stains,0,2,,CC BY-SA 3.0,,2015-08-25T10:15:24.993,,
10100,2,,2015-08-22T09:55:28.493,2,,5641,,2015-08-22T09:55:28.493,,,0,,CC BY-SA 3.0,,,3075,
10101,2,,2015-08-22T09:58:39.953,0,,5640,2015-08-22T10:08:57.680,2015-08-22T10:08:57.680,,,0,,CC BY-SA 3.0,5640,,7418,
10102,2,,2015-08-22T12:49:12.893,3,,3483,,2015-08-22T12:49:12.893,,,0,,CC BY-SA 3.0,,,10098,
10103,2,,2015-08-22T14:08:26.513,-1,,5640,,2015-08-22T14:08:26.513,,,1,,CC BY-SA 3.0,,,7417,
10104,2,,2015-08-22T22:18:05.093,0,,5552,,2015-08-22T22:18:05.093,,,0,,CC BY-SA 3.0,,,9828,
10105,1,10106,2015-08-23T00:21:52.640,3,5258,5644,2017-04-13T12:59:16.270,2020-01-05T08:06:38.573,Is it acceptable to tie a dog to a leash as a timeout to prevent biting?,4,3,,CC BY-SA 3.0,-1,,,
10106,2,,2015-08-23T06:52:57.160,3,,3350,2020-01-05T08:06:38.573,2020-01-05T08:06:38.573,,,4,,CC BY-SA 4.0,12072,,10105,
10107,1,,2015-08-23T07:46:13.313,3,2583,5648,,2015-08-23T07:46:13.313,Why is our rabbit's second litter dying one by one?,0,3,,CC BY-SA 3.0,,,,
10111,1,,2015-08-23T10:11:28.713,4,1697,5650,2020-01-14T04:19:05.397,2020-09-11T12:43:58.830,Can we feed our cat with a mix of home-cooked and specialized food?,2,2,,CC BY-SA 4.0,12072,,,
10112,1,,2015-08-23T13:01:37.743,1,1753,5651,2015-08-24T12:34:16.170,2015-08-24T15:51:11.063,Can I put a red tailed shark and 2 three-spot gourami in a 55 gallon tank?,1,0,,CC BY-SA 3.0,224,,,
10113,1,,2015-08-23T19:57:18.413,2,1281,5653,,2020-03-14T11:35:09.020,8 month old puppy chewing when left alone,2,5,,CC BY-SA 3.0,,,,
10115,1,10116,2015-08-24T11:05:08.297,1,93,5655,,2015-08-24T14:49:08.507,How do i handle a young aggressive cat?,1,1,,CC BY-SA 3.0,,,,
10116,2,,2015-08-24T14:49:08.507,2,,1124,,2015-08-24T14:49:08.507,,,1,,CC BY-SA 3.0,,,10115,
10117,2,,2015-08-24T15:51:11.063,1,,495,,2015-08-24T15:51:11.063,,,0,,CC BY-SA 3.0,,,10112,
10119,2,,2015-08-24T15:59:17.290,3,,495,2015-08-24T17:39:48.200,2015-08-24T17:39:48.200,,,0,,CC BY-SA 3.0,495,,10105,
10120,2,,2015-08-24T16:59:07.830,1,,1124,2020-01-14T00:49:54.190,2020-01-14T00:49:54.190,,,1,,CC BY-SA 4.0,12072,,10111,
10121,2,,2015-08-24T17:21:14.223,3,,1124,,2015-08-24T17:21:14.223,,,0,,CC BY-SA 3.0,,,10094,
10122,2,,2015-08-24T17:29:53.097,0,,1124,,2015-08-24T17:29:53.097,,,0,,CC BY-SA 3.0,,,10076,
10123,2,,2015-08-24T17:41:10.137,4,,2705,,2015-08-24T17:41:10.137,,,1,,CC BY-SA 3.0,,,10113,
10124,2,,2015-08-24T17:42:52.333,0,,1124,,2015-08-24T17:42:52.333,,,1,,CC BY-SA 3.0,,,10095,
10125,2,,2015-08-24T18:01:18.563,4,,2705,2015-08-24T19:32:26.527,2015-08-24T19:32:26.527,,,0,,CC BY-SA 3.0,2705,,10105,
10126,2,,2015-08-24T20:45:18.313,2,,3565,2020-01-05T08:05:24.057,2020-01-05T08:05:24.057,,,0,,CC BY-SA 4.0,12072,,10105,
10127,2,,2015-08-24T20:54:52.740,6,,3565,2020-01-16T11:53:00.813,2020-01-16T11:53:00.813,,,1,,CC BY-SA 4.0,12072,,10095,
10128,2,,2015-08-24T21:34:35.560,4,,3732,,2015-08-24T21:34:35.560,,,1,,CC BY-SA 3.0,,,10095,
10131,2,,2015-08-25T03:45:40.567,1,,1156,,2015-08-25T03:45:40.567,,,0,,CC BY-SA 3.0,,,438,
10132,1,,2015-08-25T14:38:33.623,2,473,5659,,2015-08-27T15:41:08.517,Is a bearded dragon measured from nose tip to end of tail tip or nose tip to begining of tail,1,0,,CC BY-SA 3.0,,,,
10133,2,,2015-08-25T15:02:45.833,1,,3565,,2015-08-25T15:02:45.833,,,0,,CC BY-SA 3.0,,,2267,
10135,1,10137,2015-08-25T17:28:51.803,8,29365,1381,2015-08-25T17:58:30.123,2020-05-16T16:06:46.910,Is it healthy for dogs to wear clothes like humans can?,2,3,,CC BY-SA 3.0,53,,,
10136,2,,2015-08-25T18:02:28.110,1,,115,2015-08-27T15:41:08.517,2015-08-27T15:41:08.517,,,0,,CC BY-SA 3.0,115,,10132,
10137,2,,2015-08-25T19:10:07.813,10,,3565,2016-02-17T20:32:21.990,2016-02-17T20:32:21.990,,,5,,CC BY-SA 3.0,3017,,10135,
10138,2,,2015-08-25T19:45:50.563,7,,3565,2020-01-14T04:21:25.677,2020-01-14T04:21:25.677,,,0,,CC BY-SA 4.0,12072,,10111,
10139,1,,2015-08-25T23:47:52.847,6,31404,5666,2020-05-08T13:07:02.767,2020-05-08T13:07:02.767,Why does my cat 'gently' attack my legs when I'm walking?,1,2,1,CC BY-SA 4.0,,,,
10140,1,10143,2015-08-26T01:43:58.610,3,762,,,2015-08-26T16:01:22.730,How can I get my cat to carry the toy all the way when playing fetch?,2,1,,CC BY-SA 3.0,,,,
10141,2,,2015-08-26T03:28:35.807,3,,5671,,2015-08-26T03:28:35.807,,,0,,CC BY-SA 3.0,,,9550,
10142,1,21760,2015-08-26T04:15:41.483,6,548,4030,2018-11-09T12:18:41.813,2018-11-09T12:54:44.537,Switching from set times for feeding to free feeding of a cat,1,4,1,CC BY-SA 4.0,7526,,,
10143,2,,2015-08-26T11:54:52.820,6,,13,,2015-08-26T11:54:52.820,,,0,,CC BY-SA 3.0,,,10140,
10144,2,,2015-08-26T16:01:22.730,1,,3565,,2015-08-26T16:01:22.730,,,0,,CC BY-SA 3.0,,,10140,
10145,1,,2015-08-26T17:23:22.340,2,410,5673,,2015-11-09T16:42:20.270,my juvenile bearded dragon still dull and greyish after shedding tail,1,0,,CC BY-SA 3.0,,,,
10146,2,,2015-08-26T17:24:16.337,3,,5674,,2015-08-26T17:24:16.337,,,0,,CC BY-SA 3.0,,,10094,
10147,1,,2015-08-26T23:26:29.243,1,924,5676,,2015-08-27T16:45:26.993,What can I do to stop my dogs play fighting so one doesn't get hurt?,2,0,,CC BY-SA 3.0,,,,
10148,2,,2015-08-26T23:59:44.370,1,,1156,2015-08-27T03:43:13.847,2015-08-27T03:43:13.847,,,0,,CC BY-SA 3.0,1156,,10147,
10149,2,,2015-08-27T01:27:09.600,3,,5677,,2015-08-27T01:27:09.600,,,1,,CC BY-SA 3.0,,,10083,
10150,2,,2015-08-27T01:34:58.777,1,,5677,,2015-08-27T01:34:58.777,,,0,,CC BY-SA 3.0,,,10050,
10152,2,,2015-08-27T08:07:04.723,2,,5679,,2015-08-27T08:07:04.723,,,0,,CC BY-SA 3.0,,,9537,
10153,2,,2015-08-27T09:27:25.460,1,,1438,,2015-08-27T09:27:25.460,,,0,,CC BY-SA 3.0,,,10050,
10154,2,,2015-08-27T14:00:37.083,4,,3565,,2015-08-27T14:00:37.083,,,1,,CC BY-SA 3.0,,,9537,
10155,2,,2015-08-27T16:45:26.993,1,,495,,2015-08-27T16:45:26.993,,,0,,CC BY-SA 3.0,,,10147,
10157,2,,2015-08-27T20:30:50.477,1,,5681,,2015-08-27T20:30:50.477,,,1,,CC BY-SA 3.0,,,9580,
10158,1,,2015-08-27T23:31:17.320,2,1147,5683,2020-05-17T13:35:06.553,2020-05-17T13:35:06.553,My female red eared slider's awkward behavior is concerning me,1,1,,CC BY-SA 4.0,17671,,,
10161,1,,2015-08-28T02:53:32.860,2,184,2787,,2015-10-12T18:49:06.933,Do animals actually fear veterinarians?,4,1,,CC BY-SA 3.0,,,,
10162,1,,2015-08-28T10:54:13.497,2,9367,13,2020-06-17T09:57:47.670,2018-03-10T11:00:45.117,What does it mean when a rabbit has clear mucus like poop?,2,2,,CC BY-SA 3.0,-1,,,
10163,2,,2015-08-28T11:51:57.070,4,,1277,,2015-08-28T11:51:57.070,,,2,,CC BY-SA 3.0,,,10161,
10164,1,10165,2015-08-28T15:34:46.747,4,861,602,,2015-09-03T11:42:54.450,How does clicker training stick when a cat or a dog knows there's no treat?,2,0,1,CC BY-SA 3.0,,,,
10165,2,,2015-08-28T16:02:21.883,6,,3565,,2015-08-28T16:02:21.883,,,3,,CC BY-SA 3.0,,,10164,
10166,2,,2015-08-28T17:15:28.813,1,,1156,,2015-08-28T17:15:28.813,,,1,,CC BY-SA 3.0,,,10164,
10168,2,,2015-08-28T18:06:25.100,3,,3565,,2015-08-28T18:06:25.100,,,2,,CC BY-SA 3.0,,,6898,
10169,2,,2015-08-28T18:28:43.393,3,,3565,,2015-08-28T18:28:43.393,,,0,,CC BY-SA 3.0,,,10161,
10177,1,,2015-08-29T16:50:59.370,1,3193,53,,2017-06-09T17:26:30.293,How much space do turtles need?,2,0,,CC BY-SA 3.0,,,,
10179,2,,2015-08-30T15:45:21.780,2,,5598,,2015-08-30T15:45:21.780,,,0,,CC BY-SA 3.0,,,10177,
10180,1,10208,2015-08-30T17:10:30.860,4,25549,5185,2015-08-31T02:24:17.850,2017-01-23T00:05:36.117,Why would my male cat's nipple fall off?,1,0,2,CC BY-SA 3.0,1381,,,
10181,2,,2015-08-30T20:25:51.313,3,,3732,2018-01-16T14:02:51.763,2018-01-16T14:02:51.763,,,0,,CC BY-SA 3.0,9934,,5883,
10183,2,,2015-08-31T11:05:51.440,3,,13,2017-04-13T12:59:16.237,2015-08-31T11:05:51.440,,,1,,CC BY-SA 3.0,-1,,9930,
10185,1,10186,2015-08-31T14:40:19.290,2,2502,5701,2015-08-31T17:22:55.650,2015-08-31T17:22:55.650,Why does my cats' tail get really fluffy during playtime?,1,0,1,CC BY-SA 3.0,129,,,
10186,2,,2015-08-31T16:41:50.137,2,,1156,,2015-08-31T16:41:50.137,,,0,,CC BY-SA 3.0,,,10185,
10187,1,,2015-08-31T17:06:32.950,1,51,5701,,2015-08-31T17:06:32.950,"I have a box turtle that has a very long beak, how can I shave it down without having to take him to the Vets office?",0,2,1,CC BY-SA 3.0,,,,
10188,2,,2015-08-31T22:46:37.637,7,,5702,2019-01-23T20:53:19.060,2019-01-23T20:53:19.060,,,0,,CC BY-SA 4.0,8382,,4362,
10189,1,10193,2015-09-01T03:14:00.530,3,428,5701,,2015-09-01T13:20:57.563,What can I do to stop my female cat from ripping my plant's foilage?,2,0,1,CC BY-SA 3.0,,,,
10190,2,,2015-09-01T03:18:58.690,0,,1156,,2015-09-01T03:18:58.690,,,0,,CC BY-SA 3.0,,,10189,
10191,1,20136,2015-08-31T22:04:18.690,7,170,5715,2020-01-02T06:36:59.023,2020-01-02T06:36:59.023,What anaconda species/variants/whatever (if any) would be plausible to keep as pets in Belgium?,1,3,,CC BY-SA 4.0,12072,,,
10193,2,,2015-09-01T13:20:57.563,2,,3565,,2015-09-01T13:20:57.563,,,0,,CC BY-SA 3.0,,,10189,
10194,2,,2015-09-01T18:04:32.397,3,,3732,,2015-09-01T18:04:32.397,,,0,,CC BY-SA 3.0,,,10139,
10196,1,,2015-09-02T13:18:55.647,4,5493,5707,2015-09-02T15:24:26.987,2019-02-11T00:26:23.193,Platy fish pregnant,1,0,,CC BY-SA 3.0,5707,,,
10197,2,,2015-09-02T14:12:54.777,6,,3565,2015-09-02T19:12:07.997,2015-09-02T19:12:07.997,,,1,,CC BY-SA 3.0,3565,,10196,
10199,2,,2015-09-02T19:20:08.700,1,,3565,,2015-09-02T19:20:08.700,,,0,,CC BY-SA 3.0,,,2135,
10200,1,10209,2015-09-03T03:23:44.270,4,71068,5701,2015-09-04T10:32:49.950,2017-09-03T15:26:33.470,Why does my female cat stomach area hang so low?,1,3,1,CC BY-SA 3.0,32,,,
10202,2,,2015-09-03T05:18:16.670,1,,5217,,2015-09-03T05:18:16.670,,,0,,CC BY-SA 3.0,,,9648,
10204,2,,2015-09-03T11:43:21.357,3,,5711,,2015-09-03T11:43:21.357,,,0,,CC BY-SA 3.0,,,9920,
10205,1,,2015-09-03T12:38:20.913,2,1976,5713,2015-09-03T16:40:31.193,2015-10-07T13:11:23.827,Can sunlight cause my dog's fur to lighten,0,2,,CC BY-SA 3.0,13,,,
10207,2,,2015-09-03T14:58:20.400,1,,5711,,2015-09-03T14:58:20.400,,,0,,CC BY-SA 3.0,,,9720,
